Date,Volume,Volume
1994-10-04,2904800,32340000
1994-10-05,3012800,35610000
1994-10-06,2895200,22510000
1994-10-07,5027200,30080000
1994-10-10,3000800,18750000
1994-10-11,3445600,33170000
1994-10-12,5680000,23990000
1994-10-13,3096000,28900000
1994-10-14,2396800,21500000
1994-10-17,3181600,26450000
1994-10-18,2057600,23060000
1994-10-19,2344800,28380000
1994-10-20,1982400,41190000
1994-10-21,3100000,41960000
1994-10-24,1866400,34750000
1994-10-25,3628800,36020000
1994-10-26,7441600,31250000
1994-10-27,6532800,31560000
1994-10-28,3052800,36980000
1994-10-31,2654400,31920000
1994-11-01,2897600,36640000
1994-11-02,2601600,31240000
1994-11-03,1378400,26450000
1994-11-04,1494400,28910000
1994-11-07,2000000,24810000
1994-11-08,1574400,27960000
1994-11-09,3892800,35550000
1994-11-10,2254400,31050000
1994-11-11,3589600,19520000
1994-11-14,6856800,25530000
1994-11-15,6652000,29980000
1994-11-16,6664000,27730000
1994-11-17,2561600,35820000
1994-11-18,3626400,38500000
1994-11-21,4654400,23400000
1994-11-22,3060800,35790000
1994-11-23,6838400,47280000
1994-11-25,1160800,10610000
1994-11-28,1838400,25630000
1994-11-29,1761600,22870000
1994-11-30,4244800,28000000
1994-12-01,3785600,24680000
1994-12-02,4872000,24660000
1994-12-05,2180000,24050000
1994-12-06,1907200,26430000
1994-12-07,2306400,33820000
1994-12-08,3854400,26580000
1994-12-09,2499200,27300000
1994-12-12,2524000,25710000
1994-12-13,1197600,24970000
1994-12-14,3215200,31490000
1994-12-15,3232000,24870000
1994-12-16,4725600,59070000
1994-12-19,1192800,22440000
1994-12-20,2032000,24170000
1994-12-21,2670400,29310000
1994-12-22,1947200,28570000
1994-12-23,1096000,18380000
1994-12-27,1026400,17320000
1994-12-28,1119200,15670000
1994-12-29,896000,16910000
1994-12-30,800800,17210000
1995-01-03,2469600,24440000
1995-01-04,2044800,27220000
1995-01-05,1132800,25810000
1995-01-06,1967200,30240000
1995-01-09,1926400,20820000
1995-01-10,2759200,28250000
1995-01-11,2309600,28100000
1995-01-12,1462400,23740000
1995-01-13,2356000,30580000
1995-01-16,3496800,29250000
1995-01-17,1904800,26880000
1995-01-18,1465600,22990000
1995-01-19,1174400,24460000
1995-01-20,2148800,31750000
1995-01-23,1810400,31630000
1995-01-24,1297600,26470000
1995-01-25,1071200,32340000
1995-01-26,2576000,29440000
1995-01-27,2175200,47930000
1995-01-30,2466400,34450000
1995-01-31,2800800,38970000
1995-02-01,1823200,37880000
1995-02-02,1860800,25280000
1995-02-03,1596000,43270000
1995-02-06,2025600,29340000
1995-02-07,1972800,25000000
1995-02-08,1784000,27290000
1995-02-09,1780000,26870000
1995-02-10,1077600,24550000
1995-02-13,2472000,19380000
1995-02-14,2872800,29760000
1995-02-15,3385600,41530000
1995-02-16,3271200,37770000
1995-02-17,2726400,36110000
1995-02-21,4763200,30060000
1995-02-22,2924000,28680000
1995-02-23,2101600,37840000
1995-02-24,2909600,27220000
1995-02-27,2288000,25820000
1995-02-28,1764800,22440000
1995-03-01,1622400,33450000
1995-03-02,679200,31590000
1995-03-03,1665600,27300000
1995-03-06,1644000,30840000
1995-03-07,2581600,31540000
1995-03-08,1546400,29030000
1995-03-09,1823200,23710000
1995-03-10,1662400,30910000
1995-03-13,989600,25950000
1995-03-14,2522400,32390000
1995-03-15,1184000,28270000
1995-03-16,1635200,33510000
1995-03-17,2584000,45540000
1995-03-20,3616000,27480000
1995-03-21,3144800,31480000
1995-03-22,1748800,28500000
1995-03-23,1172000,27750000
1995-03-24,2571200,30780000
1995-03-27,1526400,24330000
1995-03-28,1483200,22290000
1995-03-29,4598400,37490000
1995-03-30,2082400,33970000
1995-03-31,2540000,34440000
1995-04-03,3159200,25610000
1995-04-04,2115200,30290000
1995-04-05,1033600,26740000
1995-04-06,1861600,25780000
1995-04-07,1253600,28940000
1995-04-10,2868800,22090000
1995-04-11,2156000,22740000
1995-04-12,1589600,24990000
1995-04-13,4800800,27620000
1995-04-17,2125600,30900000
1995-04-18,1883200,27000000
1995-04-19,1422400,32680000
1995-04-20,2087200,35080000
1995-04-21,5981600,40430000
1995-04-24,4455200,33280000
1995-04-25,5754400,31810000
1995-04-26,2374400,26790000
1995-04-27,2084000,25210000
1995-04-28,1849600,29590000
1995-05-01,2167200,27070000
1995-05-02,1753600,26010000
1995-05-03,2749600,33900000
1995-05-04,2588800,40000000
1995-05-05,1356800,33640000
1995-05-08,2876800,25670000
1995-05-09,3047200,27790000
1995-05-10,1979200,39920000
1995-05-11,2142400,35260000
1995-05-12,3127200,36660000
1995-05-15,2219200,35130000
1995-05-16,2033600,31200000
1995-05-17,2789600,27070000
1995-05-18,3888000,32800000
1995-05-19,2713600,41940000
1995-05-22,4242400,24330000
1995-05-23,2572000,32210000
1995-05-24,5600800,33710000
1995-05-25,3153600,28960000
1995-05-26,2337600,25460000
1995-05-30,1721600,21740000
1995-05-31,1574400,29470000
1995-06-01,2665600,32350000
1995-06-02,3160800,31720000
1995-06-05,2171200,35950000
1995-06-06,4077600,32360000
1995-06-07,2616800,26960000
1995-06-08,1409600,22540000
1995-06-09,2105600,30320000
1995-06-12,4530400,24860000
1995-06-13,2899200,25490000
1995-06-14,2412000,33960000
1995-06-15,2112000,24250000
1995-06-16,3336800,47480000
1995-06-19,4199200,23840000
1995-06-20,3088800,29350000
1995-06-21,1491200,30370000
1995-06-22,1366400,35090000
1995-06-23,1108800,24240000
1995-06-26,1639200,23260000
1995-06-27,1648000,28190000
1995-06-28,1317600,31520000
1995-06-29,2799200,25420000
1995-06-30,2020000,22000000
1995-07-03,769600,11960000
1995-07-05,2529600,34190000
1995-07-06,5668000,33910000
1995-07-07,3912000,44200000
1995-07-10,1646400,31430000
1995-07-11,2198400,27590000
1995-07-12,3736800,33660000
1995-07-13,2284000,31170000
1995-07-14,1535200,29260000
1995-07-17,1450400,26820000
1995-07-18,1951200,40010000
1995-07-19,3623200,49330000
1995-07-20,2528800,36460000
1995-07-21,3855200,44760000
1995-07-24,2997600,28140000
1995-07-25,5222400,39210000
1995-07-26,7748000,38480000
1995-07-27,5737600,30670000
1995-07-28,2084000,25080000
1995-07-31,2432000,29250000
1995-08-01,1696800,35540000
1995-08-02,6444000,37600000
1995-08-03,3888000,32210000
1995-08-04,1134400,20170000
1995-08-07,2031200,19590000
1995-08-08,2568800,22680000
1995-08-09,2266400,22270000
1995-08-10,2668000,25120000
1995-08-11,1258400,24260000
1995-08-14,2056000,23130000
1995-08-15,1828800,30780000
1995-08-16,1896000,33760000
1995-08-17,10027200,29770000
1995-08-18,3208000,32160000
1995-08-21,2228800,34830000
1995-08-22,1891200,29160000
1995-08-23,2757600,27230000
1995-08-24,1810400,26540000
1995-08-25,1130400,24520000
1995-08-28,1343200,22570000
1995-08-29,2040800,25310000
1995-08-30,2614400,23820000
1995-08-31,1315200,20010000
1995-09-01,1027200,21020000
1995-09-05,2580800,26870000
1995-09-06,2819200,27870000
1995-09-07,1618400,24360000
1995-09-08,1874400,27070000
1995-09-11,2907200,26090000
1995-09-12,13332000,33210000
1995-09-13,3013600,44140000
1995-09-14,2612000,41530000
1995-09-15,3755200,53960000
1995-09-18,3683200,32940000
1995-09-19,3983200,34570000
1995-09-20,1479200,52430000
1995-09-21,1773600,38620000
1995-09-22,2138400,38200000
1995-09-25,1620800,34520000
1995-09-26,4816000,35490000
1995-09-27,3415200,49210000
1995-09-28,2554400,36100000
1995-09-29,1809600,28990000
1995-10-02,1739200,29050000
1995-10-03,4089600,32970000
1995-10-04,3039200,33080000
1995-10-05,1696000,32630000
1995-10-06,1572800,25080000
1995-10-09,1339200,26780000
1995-10-10,2906400,40920000
1995-10-11,2131200,31000000
1995-10-12,1765600,30770000
1995-10-13,2260000,31430000
1995-10-16,4049600,23080000
1995-10-17,3767200,33480000
1995-10-18,1715200,33800000
1995-10-19,1442400,32060000
1995-10-20,1709600,34640000
1995-10-23,2413600,28010000
1995-10-24,3171200,28050000
1995-10-25,5513600,38380000
1995-10-26,3619200,36360000
1995-10-27,1660000,30510000
1995-10-30,2244000,24460000
1995-10-31,5283200,29030000
1995-11-01,2192800,26950000
1995-11-02,2015200,29070000
1995-11-03,2548000,25330000
1995-11-06,2769600,25060000
1995-11-07,2362400,24900000
1995-11-08,2409600,28100000
1995-11-09,3189600,29320000
1995-11-10,2109600,21020000
1995-11-13,5268000,25470000
1995-11-14,7056000,34310000
1995-11-15,2832800,36800000
1995-11-16,8035200,37180000
1995-11-17,2443200,34740000
1995-11-20,2084800,27370000
1995-11-21,1884800,32370000
1995-11-22,2776800,34820000
1995-11-24,972000,9990000
1995-11-27,3681600,30890000
1995-11-28,2917600,31610000
1995-11-29,1998400,27690000
1995-11-30,2484000,25980000
1995-12-01,1971200,28450000
1995-12-04,1876800,30260000
1995-12-05,1843200,30000000
1995-12-06,2153600,29460000
1995-12-07,1982400,57210000
1995-12-08,2462400,23630000
1995-12-11,1963200,25470000
1995-12-12,2278400,26070000
1995-12-13,1720800,33320000
1995-12-14,1640800,36380000
1995-12-15,3697600,36400000
1995-12-18,3254400,36780000
1995-12-19,7585600,40910000
1995-12-20,3647200,33120000
1995-12-21,3495200,35300000
1995-12-22,1661600,21360000
1995-12-26,1360000,14540000
1995-12-27,1047200,19480000
1995-12-28,2034400,21490000
1995-12-29,893600,21530000
1996-01-02,3372800,39910000
1996-01-03,2417600,44760000
1996-01-04,4052000,52010000
1996-01-05,2226400,35530000
1996-01-08,848000,11090000
1996-01-09,2323200,37100000
1996-01-10,2636800,45260000
1996-01-11,2731200,34530000
1996-01-12,3086400,34010000
1996-01-15,1824000,29900000
1996-01-16,3520000,34400000
1996-01-17,2518400,42410000
1996-01-18,3470400,52130000
1996-01-19,3766400,51170000
1996-01-22,2192000,37580000
1996-01-23,3260800,38980000
1996-01-24,10395200,41720000
1996-01-25,8344800,39270000
1996-01-26,3104800,31630000
1996-01-29,2239200,28030000
1996-01-30,3259200,44910000
1996-01-31,3877600,44700000
1996-02-01,3080000,38250000
1996-02-02,2616800,33350000
1996-02-05,2110400,29360000
1996-02-06,2621600,38710000
1996-02-07,3508000,37460000
1996-02-08,3408800,48280000
1996-02-09,3974400,49230000
1996-02-12,3295200,37010000
1996-02-13,5525600,42720000
1996-02-14,4000800,35430000
1996-02-15,2656800,34610000
1996-02-16,3970400,43490000
1996-02-20,3160000,35180000
1996-02-21,3291200,36970000
1996-02-22,4668800,41570000
1996-02-23,3498400,41670000
1996-02-26,4176800,31720000
1996-02-27,2637600,37090000
1996-02-28,3056800,37220000
1996-02-29,3058400,39810000
1996-03-01,4786400,41360000
1996-03-04,3779200,31200000
1996-03-05,2954400,30240000
1996-03-06,4276800,33860000
1996-03-07,2940000,31940000
1996-03-08,4803200,50790000
1996-03-11,3782400,46980000
1996-03-12,3548800,47250000
1996-03-13,4519200,42130000
1996-03-14,2540000,52380000
1996-03-15,4056800,54830000
1996-03-18,4223200,49300000
1996-03-19,4519200,51450000
1996-03-20,3732800,46260000
1996-03-21,2415200,32550000
1996-03-22,1608800,27790000
1996-03-25,2880800,35660000
1996-03-26,2365600,31410000
1996-03-27,3211200,32660000
1996-03-28,3812800,29010000
1996-03-29,2394400,32020000
1996-04-01,1760000,32470000
1996-04-02,2380000,34940000
1996-04-03,1864800,28830000
1996-04-04,1504800,29390000
1996-04-08,3187200,39940000
1996-04-09,2317600,35270000
1996-04-10,3765600,45430000
1996-04-11,7216000,58930000
1996-04-12,4334400,39970000
1996-04-15,1864800,27040000
1996-04-16,2720800,35270000
1996-04-17,1982400,48600000
1996-04-18,2343200,38770000
1996-04-19,2500800,37590000
1996-04-22,2166400,30650000
1996-04-23,5568000,31980000
1996-04-24,3298400,36710000
1996-04-25,2686400,39790000
1996-04-26,5684000,29490000
1996-04-29,2788800,27010000
1996-04-30,3068800,28460000
1996-05-01,1911200,29210000
1996-05-02,2360000,43620000
1996-05-03,3668000,38880000
1996-05-06,3117600,36470000
1996-05-07,5484800,34740000
1996-05-08,6352000,43880000
1996-05-09,7931200,33030000
1996-05-10,3310400,26740000
1996-05-13,3474400,33230000
1996-05-14,3041600,43370000
1996-05-15,3024800,40650000
1996-05-16,2060800,38130000
1996-05-17,2739200,43890000
1996-05-20,1760800,40740000
1996-05-21,1634400,35570000
1996-05-22,1921600,41360000
1996-05-23,2483200,42450000
1996-05-24,1580000,29270000
1996-05-28,2399200,30460000
1996-05-29,1252000,31830000
1996-05-30,1712800,37340000
1996-05-31,2310400,27040000
1996-06-03,2653600,23730000
1996-06-04,974400,30700000
1996-06-05,1496000,26980000
1996-06-06,2427200,39760000
1996-06-07,2868000,38410000
1996-06-10,1351200,24550000
1996-06-11,1555200,31220000
1996-06-12,902400,28700000
1996-06-13,1174400,29900000
1996-06-14,1857600,30400000
1996-06-17,1576000,24750000
1996-06-18,1845600,26670000
1996-06-19,1788800,25230000
1996-06-20,2900800,40390000
1996-06-21,5188800,60900000
1996-06-24,2215200,33330000
1996-06-25,1984800,33600000
1996-06-26,3208800,29930000
1996-06-27,1152800,36810000
1996-06-28,985600,31830000
1996-07-01,1267200,27740000
1996-07-02,2384800,29020000
1996-07-03,2414400,28910000
1996-07-05,1094400,19020000
1996-07-08,2927200,30850000
1996-07-09,1249600,28580000
1996-07-10,2292800,33760000
1996-07-11,4540000,47780000
1996-07-12,2700000,34130000
1996-07-15,4275200,43110000
1996-07-16,9653600,69580000
1996-07-17,4285600,43010000
1996-07-18,3312800,45800000
1996-07-19,2684000,36050000
1996-07-22,1335200,32890000
1996-07-23,2694400,39370000
1996-07-24,3083200,43600000
1996-07-25,2838400,37190000
1996-07-26,2945600,27420000
1996-07-29,1152800,23200000
1996-07-30,1207200,26540000
1996-07-31,1292800,34300000
1996-08-01,2392000,36710000
1996-08-02,2447200,34470000
1996-08-05,1200000,22670000
1996-08-06,1950400,26770000
1996-08-07,3236000,31840000
1996-08-08,1602400,26890000
1996-08-09,2144000,22460000
1996-08-12,1560800,45180000
1996-08-13,1041600,37320000
1996-08-14,1393600,27900000
1996-08-15,1737600,24030000
1996-08-16,2660800,28460000
1996-08-19,1620000,24620000
1996-08-20,1861600,24530000
1996-08-21,2300000,26720000
1996-08-22,1687200,34760000
1996-08-23,2004000,25410000
1996-08-26,724800,23080000
1996-08-27,1205600,20030000
1996-08-28,1492000,23090000
1996-08-29,1388800,26800000
1996-08-30,1205600,22080000
1996-09-03,1131200,29820000
1996-09-04,1688800,27340000
1996-09-05,856800,22650000
1996-09-06,1460800,28220000
1996-09-09,1555200,24910000
1996-09-10,1305600,32860000
1996-09-11,2467200,28420000
1996-09-12,3525600,29020000
1996-09-13,2470400,36360000
1996-09-16,3594400,33160000
1996-09-17,2568000,38180000
1996-09-18,1085600,34200000
1996-09-19,1369600,31640000
1996-09-20,3160000,49820000
1996-09-23,1186400,23310000
1996-09-24,2365600,48210000
1996-09-25,2605600,37190000
1996-09-26,2726400,36770000
1996-09-27,2447200,29400000
1996-09-30,2306400,27840000
1996-10-01,2079200,34710000
1996-10-02,1620000,34610000
1996-10-03,1978400,28640000
1996-10-04,2656800,39940000
1996-10-07,1756000,26820000
1996-10-08,2863200,41980000
1996-10-09,2268800,35770000
1996-10-10,1099200,26740000
1996-10-11,1721600,23690000
1996-10-14,1773600,27420000
1996-10-15,2299200,37720000
1996-10-16,2836000,34680000
1996-10-17,2056000,34330000
1996-10-18,3191200,39940000
1996-10-21,1736800,41960000
1996-10-22,1175200,29440000
1996-10-23,1945600,37480000
1996-10-24,4992000,34590000
1996-10-25,2610400,25980000
1996-10-28,2417600,30260000
1996-10-29,2227200,32280000
1996-10-30,2865600,30250000
1996-10-31,1748800,37030000
1996-11-01,2412000,37030000
1996-11-04,1216800,37310000
1996-11-05,1656000,40560000
1996-11-06,2821600,46010000
1996-11-07,2035200,39680000
1996-11-08,2021600,32560000
1996-11-11,1516800,30720000
1996-11-12,1564800,46090000
1996-11-13,2331200,39650000
1996-11-14,3011200,41260000
1996-11-15,3524000,50690000
1996-11-18,1696000,31300000
1996-11-19,1769600,34750000
1996-11-20,1587200,38570000
1996-11-21,1820000,36250000
1996-11-22,2964000,32810000
1996-11-25,4609600,33910000
1996-11-26,3005600,51000000
1996-11-27,2592800,29200000
1996-11-29,909600,12210000
1996-12-02,3616000,31220000
1996-12-03,2623200,38390000
1996-12-04,4744000,44900000
1996-12-05,2577600,36900000
1996-12-06,3319200,48660000
1996-12-09,3404800,31720000
1996-12-10,2596800,35490000
1996-12-11,4128000,49940000
1996-12-12,2230800,41520000
1996-12-13,4045200,44530000
1996-12-16,3817600,43480000
1996-12-17,2742800,42060000
1996-12-18,2629600,38030000
1996-12-19,3800400,43220000
1996-12-20,4196400,72430000
1996-12-23,943200,25220000
1996-12-24,652000,13350000
1996-12-26,1162000,20870000
1996-12-27,1252400,20860000
1996-12-30,1706400,26480000
1996-12-31,2735200,31910000
1997-01-02,2542000,53850000
1997-01-03,3989600,43050000
1997-01-06,2985200,51680000
1997-01-07,2136000,45470000
1997-01-08,3096800,43040000
1997-01-09,2500400,40440000
1997-01-10,2468000,49590000
1997-01-13,2282400,36300000
1997-01-14,1992000,40130000
1997-01-15,4190800,42830000
1997-01-16,1950800,43870000
1997-01-17,2083600,46580000
1997-01-20,994400,34240000
1997-01-21,2577200,48860000
1997-01-22,2082800,52960000
1997-01-23,5537600,54650000
1997-01-24,3424400,56480000
1997-01-27,2137200,47760000
1997-01-28,2702000,50600000
1997-01-29,2366000,41190000
1997-01-30,1398800,38880000
1997-01-31,2974400,41470000
1997-02-03,2725600,39060000
1997-02-04,2151200,34110000
1997-02-05,3616800,47390000
1997-02-06,2524000,47520000
1997-02-07,2767200,42200000
1997-02-10,2278800,40360000
1997-02-11,6254400,39080000
1997-02-12,6377200,42700000
1997-02-13,4651200,44740000
1997-02-14,4113600,37820000
1997-02-18,3848400,35870000
1997-02-19,2868400,38330000
1997-02-20,4210400,34310000
1997-02-21,2248400,38340000
1997-02-24,3346000,35560000
1997-02-25,2195200,40790000
1997-02-26,2883200,49840000
1997-02-27,2505200,36230000
1997-02-28,2834800,41650000
1997-03-03,1596000,46030000
1997-03-04,1696000,54590000
1997-03-05,2264800,66550000
1997-03-06,3540800,44030000
1997-03-07,2628800,39030000
1997-03-10,2784000,32750000
1997-03-11,2360800,37680000
1997-03-12,1416000,36540000
1997-03-13,1616000,44120000
1997-03-14,1656800,37890000
1997-03-17,2717600,51520000
1997-03-18,2018000,43240000
1997-03-19,3826000,51040000
1997-03-20,3142800,47410000
1997-03-21,3638000,70970000
1997-03-24,3311200,47960000
1997-03-25,2685600,51530000
1997-03-26,2916800,47450000
1997-03-27,4491200,48610000
1997-03-31,3098800,63290000
1997-04-01,3168400,54790000
1997-04-02,3166000,47190000
1997-04-03,2928400,52060000
1997-04-04,5299600,54080000
1997-04-07,2840400,37370000
1997-04-08,1948400,39990000
1997-04-09,2563600,43950000
1997-04-10,2217200,41600000
1997-04-11,2117600,52070000
1997-04-14,2069600,45830000
1997-04-15,3162400,52710000
1997-04-16,1543600,63490000
1997-04-17,1926000,49890000
1997-04-18,2430000,52060000
1997-04-21,2173600,43490000
1997-04-22,3843600,59680000
1997-04-23,4382400,51320000
1997-04-24,3564000,51400000
1997-04-25,2851200,43080000
1997-04-28,3612800,43720000
1997-04-29,3000400,58750000
1997-04-30,5024800,60410000
1997-05-01,2550800,40180000
1997-05-02,3883600,46350000
1997-05-05,3160000,60160000
1997-05-06,2370400,67150000
1997-05-07,2714400,46820000
1997-05-08,3679600,55560000
1997-05-09,2004000,47690000
1997-05-12,2761200,52370000
1997-05-13,2517600,55940000
1997-05-14,1894400,46000000
1997-05-15,1732800,44050000
1997-05-16,2788800,68120000
1997-05-19,2096000,38050000
1997-05-20,3612000,50010000
1997-05-21,2633600,58380000
1997-05-22,3288000,41950000
1997-05-23,1876400,39290000
1997-05-27,3879600,49620000
1997-05-28,4557600,49170000
1997-05-29,2387200,38620000
1997-05-30,2517200,51120000
1997-06-02,1917200,43820000
1997-06-03,1918000,45300000
1997-06-04,1243200,42260000
1997-06-05,2045200,44730000
1997-06-06,1918400,44840000
1997-06-09,1768000,44340000
1997-06-10,1754400,51510000
1997-06-11,2494000,55680000
1997-06-12,2822800,62670000
1997-06-13,2655200,70700000
1997-06-16,1813600,45000000
1997-06-17,2611200,53760000
1997-06-18,2035600,44890000
1997-06-19,2082000,52310000
1997-06-20,2978800,82430000
1997-06-23,1797600,49260000
1997-06-24,3183600,56800000
1997-06-25,4096800,59860000
1997-06-26,2076400,46500000
1997-06-27,1802000,41090000
1997-06-30,3337200,48990000
1997-07-01,2714800,53430000
1997-07-02,2458800,51400000
1997-07-03,3072400,40870000
1997-07-07,2226800,53230000
1997-07-08,1210800,47220000
1997-07-09,2547200,67000000
1997-07-10,4581200,58930000
1997-07-11,3272000,46330000
1997-07-14,1994400,49490000
1997-07-15,1811600,59190000
1997-07-16,1618800,74910000
1997-07-17,2023200,78860000
1997-07-18,1719600,73340000
1997-07-21,1608800,56890000
1997-07-22,1541600,68760000
1997-07-23,4702800,71420000
1997-07-24,5127600,57790000
1997-07-25,2664400,52410000
1997-07-28,3921600,49850000
1997-07-29,3592800,55350000
1997-07-30,3504800,50390000
1997-07-31,3193600,48220000
1997-08-01,4657600,53770000
1997-08-04,2378400,45010000
1997-08-05,1414000,41370000
1997-08-06,1319200,50320000
1997-08-07,2439200,56100000
1997-08-08,4531200,65470000
1997-08-11,2029600,64450000
1997-08-12,3079600,56430000
1997-08-13,3288000,68900000
1997-08-14,3971600,56410000
1997-08-15,2854000,61190000
1997-08-18,3594400,69260000
1997-08-19,4108800,57640000
1997-08-20,2118000,49680000
1997-08-21,2923600,45670000
1997-08-22,2952400,52970000
1997-08-25,3653200,40480000
1997-08-26,3251200,44860000
1997-08-27,2550800,51550000
1997-08-28,2691200,49710000
1997-08-29,1918000,41950000
1997-09-02,2850000,54770000
1997-09-03,3112000,54600000
1997-09-04,4273600,52710000
1997-09-05,8367200,51450000
1997-09-08,3392800,38990000
1997-09-09,2942400,48790000
1997-09-10,4956800,60370000
1997-09-11,4200400,74030000
1997-09-12,2409200,58660000
1997-09-15,2248000,47700000
1997-09-16,4863600,81000000
1997-09-17,2437200,63070000
1997-09-18,3693600,66770000
1997-09-19,3609600,74700000
1997-09-22,3273200,59820000
1997-09-23,1892800,53080000
1997-09-24,10124800,68040000
1997-09-25,2444800,55040000
1997-09-26,3122400,51050000
1997-09-29,2365200,48070000
1997-09-30,3380800,49840000
1997-10-01,3007600,54310000
1997-10-02,4650800,47190000
1997-10-03,5305200,77870000
1997-10-06,4132000,46020000
1997-10-07,6313200,54930000
1997-10-08,6015600,59730000
1997-10-09,3658800,49660000
1997-10-10,6423200,40120000
1997-10-13,2326800,29900000
1997-10-14,3666800,57860000
1997-10-15,2792800,44920000
1997-10-16,2858400,67500000
1997-10-17,2526000,81010000
1997-10-20,2168000,64290000
1997-10-21,2926800,66020000
1997-10-22,4221600,89950000
1997-10-23,6070000,86340000
1997-10-24,8684400,91090000
1997-10-27,6316000,91830000
1997-10-28,13935200,160970000
1997-10-29,8265600,95990000
1997-10-30,10612800,77160000
1997-10-31,7089200,70370000
1997-11-03,4674400,67160000
1997-11-04,5218400,56330000
1997-11-05,8794000,56780000
1997-11-06,5291200,54580000
1997-11-07,4472400,66150000
1997-11-10,3453600,51810000
1997-11-11,3548800,47530000
1997-11-12,3622000,63890000
1997-11-13,3750000,66900000
1997-11-14,5747200,60500000
1997-11-17,2186400,64880000
1997-11-18,2026400,59380000
1997-11-19,2451600,50760000
1997-11-20,2681600,61630000
1997-11-21,3779200,63730000
1997-11-24,4892400,52420000
1997-11-25,3156000,56360000
1997-11-26,2932000,47420000
1997-11-28,1147200,20080000
1997-12-01,3941200,58280000
1997-12-02,3897600,55750000
1997-12-03,3863600,63020000
1997-12-04,4460000,64380000
1997-12-05,3307600,60710000
1997-12-08,2811200,46280000
1997-12-09,5753600,51060000
1997-12-10,5067600,62990000
1997-12-11,6264800,63790000
1997-12-12,2546800,55520000
1997-12-15,3126000,54110000
1997-12-16,3280800,57110000
1997-12-17,3214400,56990000
1997-12-18,4490400,62330000
1997-12-19,6920400,98690000
1997-12-22,2390800,50130000
1997-12-23,1751200,40540000
1997-12-24,1071600,25510000
1997-12-26,376800,13340000
1997-12-29,3767600,35190000
1997-12-30,3513200,43620000
1997-12-31,2555200,36720000
1998-01-02,1890400,47030000
1998-01-05,2882000,67560000
1998-01-06,2322000,60200000
1998-01-07,3116800,60990000
1998-01-08,2311600,63720000
1998-01-09,3357600,86300000
1998-01-12,7240000,80340000
1998-01-13,3120000,69010000
1998-01-14,2571600,60650000
1998-01-15,2390400,55900000
1998-01-16,2987600,72620000
1998-01-20,3598000,69310000
1998-01-21,1519200,69130000
1998-01-22,6556800,73460000
1998-01-23,6028400,61250000
1998-01-26,5917600,52540000
1998-01-27,3992000,69300000
1998-01-28,4299600,73510000
1998-01-29,4808800,77770000
1998-01-30,3850000,53670000
1998-02-02,4244800,64720000
1998-02-03,3634400,59100000
1998-02-04,2472000,56070000
1998-02-05,1832800,60110000
1998-02-06,2782800,49520000
1998-02-09,1901200,45450000
1998-02-10,4456000,67300000
1998-02-11,2285200,50190000
1998-02-12,1762000,57830000
1998-02-13,1778400,44030000
1998-02-17,2074000,57180000
1998-02-18,2574800,55000000
1998-02-19,1876000,54340000
1998-02-20,2281600,57230000
1998-02-23,1263200,47940000
1998-02-24,1246400,53390000
1998-02-25,3038400,47540000
1998-02-26,4146800,49390000
1998-02-27,2439600,55150000
1998-03-02,4588400,55600000
1998-03-03,3694400,57200000
1998-03-04,2130400,51380000
1998-03-05,2054000,57110000
1998-03-06,2421600,56180000
1998-03-09,1799200,60730000
1998-03-10,1633600,52660000
1998-03-11,1954800,48620000
1998-03-12,1721600,46110000
1998-03-13,2125200,48870000
1998-03-16,1116400,49980000
1998-03-17,1544400,51720000
1998-03-18,2449600,48740000
1998-03-19,2391600,54710000
1998-03-20,2919600,78600000
1998-03-23,1860800,52570000
1998-03-24,1179200,46280000
1998-03-25,2492000,59390000
1998-03-26,2029200,52240000
1998-03-27,4178400,57390000
1998-03-30,1304800,44030000
1998-03-31,2148000,61770000
1998-04-01,3750400,79540000
1998-04-02,1875600,74630000
1998-04-03,1794000,65520000
1998-04-06,4317200,76620000
1998-04-07,2110000,74580000
1998-04-08,1667200,71630000
1998-04-09,1310800,56620000
1998-04-13,1874400,62320000
1998-04-14,2850400,61980000
1998-04-15,2403600,67260000
1998-04-16,2436400,64980000
1998-04-17,2539200,62810000
1998-04-20,1642000,60310000
1998-04-21,4008800,67520000
1998-04-22,2652400,55020000
1998-04-23,2131200,66130000
1998-04-24,2209200,68360000
1998-04-27,3781200,78750000
1998-04-28,2848800,63230000
1998-04-29,1917200,51340000
1998-04-30,2770800,58810000
1998-05-01,2307600,50100000
1998-05-04,1816000,50980000
1998-05-05,1636400,42750000
1998-05-06,1737600,45340000
1998-05-07,2256000,52340000
1998-05-08,2594000,51560000
1998-05-11,1302000,56820000
1998-05-12,1273600,56310000
1998-05-13,2730800,59710000
1998-05-14,2510000,72870000
1998-05-15,2252000,65290000
1998-05-18,3228000,53140000
1998-05-19,3188800,55270000
1998-05-20,2525600,62430000
1998-05-21,1060800,58660000
1998-05-22,1368800,34130000
1998-05-26,2052000,43350000
1998-05-27,4840400,66910000
1998-05-28,2394000,47970000
1998-05-29,2132800,49310000
1998-06-01,2619200,54770000
1998-06-02,1795600,55160000
1998-06-03,1220000,46970000
1998-06-04,4444000,49950000
1998-06-05,2129200,53630000
1998-06-08,1414800,49410000
1998-06-09,2821200,45310000
1998-06-10,6410400,62720000
1998-06-11,9702400,59840000
1998-06-12,6566000,59700000
