Date,WBA,UNH,TRV,VZ,WMT,PG,UTX,DOW
2014-06-02,2929600,15225600,453600,792700,13954000,8740000,4048800,57560000
2014-06-03,4420800,35004800,1088400,788400,9168000,6344800,1739200,67830000
2014-06-04,3275200,6044800,390000,676400,11100800,5446400,2262400,65570000
2014-06-05,1494400,2441600,930400,625900,6317600,5188800,2722400,70460000
2014-06-06,1281600,5820800,204800,374800,5212000,3367200,3329600,80530000
2014-06-09,1875200,5923200,430400,344800,4326400,4218400,2238400,67130000
2014-06-10,1736000,3062400,603600,378600,8122800,4453600,1574400,64560000
2014-06-11,932800,4448000,1138400,474600,4690800,3926400,2722400,61860000
2014-06-12,1873600,3884800,926000,1591700,16546000,11727200,7150400,72560000
2014-06-13,712000,7104000,476000,452600,6128400,3576000,4790400,95220000
2014-06-16,2540800,5289600,663600,749900,11282800,9874400,2371200,77900000
2014-06-17,2571200,5302400,984800,854500,8452800,5580800,3300800,63530000
2014-06-18,2560000,12377600,586000,746200,16570400,7376000,2672000,73720000
2014-06-19,1640000,10800000,1100400,1797700,13051200,10504800,3737600,80220000
2014-06-20,1068800,9705600,358000,1429200,11195200,7624000,1941600,247350000
2014-06-23,2057600,10284800,319200,422200,6635200,5688000,1642400,63640000
2014-06-24,1992000,1324800,418800,522200,4999600,4376000,1299200,80220000
2014-06-25,966400,2374400,362400,993000,6559200,3196800,1383200,73920000
2014-06-26,832000,3004800,259600,605900,4603600,2910400,1040800,63650000
2014-06-27,915200,6467200,282400,504600,2990800,3086400,1424800,137690000
2014-06-30,1683200,7731200,623600,492700,4053200,4252800,1776000,90360000
2014-07-01,939200,5926400,667600,525500,7547600,3224000,1263200,74050000
2014-07-02,1392000,5088000,372400,678200,5151200,3320800,1247200,57840000
2014-07-03,1462400,19516800,359200,550400,5680400,3924000,1221600,66800000
2014-07-07,435200,10185600,372400,319400,6302800,3817600,1074400,61480000
2014-07-08,1436800,12028800,606800,951900,5646400,2956800,1374400,75250000
2014-07-09,1241600,2268800,453600,902800,4474000,3278400,1751200,67120000
2014-07-10,1694400,7664000,526000,917400,7942400,3820000,2312800,67510000
2014-07-11,488000,3072000,1022400,661400,3605600,3175200,2260000,61000000
2014-07-14,1620800,11030400,578800,1135600,6684000,4711200,1451200,60570000
2014-07-15,1585600,8956800,680400,1009900,4720000,3672000,1602400,101730000
2014-07-16,636800,5081600,506400,846600,5574400,4119200,1636000,111500000
2014-07-17,1528000,1337600,896800,1477800,8868000,9435200,4112000,99240000
2014-07-18,1756800,5612800,642800,523100,6298000,4541600,1828000,112530000
2014-07-21,820800,4713600,400400,534800,5020000,4927200,1776000,67590000
2014-07-22,2152000,12672000,668400,901900,3493600,5413600,1529600,77960000
2014-07-23,1443200,24771200,1687200,582100,5430400,5608000,3420000,73440000
2014-07-24,2428800,6070400,876400,1077500,8473200,7029600,3824000,66390000
2014-07-25,1833600,10131200,1024000,1945100,8228800,7779200,2617600,67290000
2014-07-28,2276800,6128000,738000,1428800,8928400,6892800,3390400,66190000
2014-07-29,910400,2844800,1598400,1211800,6604800,3049600,1838400,75980000
2014-07-30,1198400,4147200,1300800,770600,6225200,4351200,2439200,77750000
2014-07-31,2193600,3353600,2107200,726400,7840000,7453600,2200800,101670000
2014-08-01,1296000,9324800,748800,456600,3242000,3274400,1936800,84860000
2014-08-04,1540800,777600,693600,842100,4908400,6342400,2744800,76260000
2014-08-05,2817600,18979200,868800,1312900,15005600,7549600,2424800,76630000
2014-08-06,2694400,17308800,1016400,1121500,11740800,10028000,1716000,78600000
2014-08-07,2756800,16902400,680800,1196700,16121600,9347200,2080800,80430000
2014-08-08,1540800,3820800,1303200,1655000,6201200,6399200,2516800,82420000
2014-08-11,1624000,5616000,1176400,872700,5328000,5383200,2088800,65560000
2014-08-12,1798400,4307200,975600,827100,9128400,7718400,4489600,62770000
2014-08-13,2427200,6374400,789600,1505700,7068400,7539200,2445600,66020000
2014-08-14,1286400,4073600,722000,2331100,9824800,11072000,3251200,62370000
2014-08-15,1931200,4099200,841200,1196300,6892000,7541600,1555200,109180000
2014-08-18,1844800,4224000,1026400,1396900,4325600,6180800,1058400,75670000
2014-08-19,1168000,2451200,1229200,779300,3710800,4034400,1257600,67220000
2014-08-20,1361600,6803200,1487600,849700,3908800,5834400,1162400,61960000
2014-08-21,872000,6147200,1034400,718900,4182000,3899200,1843200,65160000
2014-08-22,1064000,5222400,639600,691100,5156800,5017600,1939200,64330000
2014-08-25,2388800,11059200,272800,1133300,4452400,5400000,1420800,57400000
2014-08-26,2777600,28723200,241200,1259900,4756000,4047200,1405600,50710000
2014-08-27,1524800,16940800,849600,2340200,3636800,3816000,2595200,61690000
2014-08-28,1614400,9625600,672800,1607700,3763200,2764800,3658400,51860000
2014-08-29,5187200,6752000,1574000,1015100,4790800,3268000,1672000,81500000
2014-09-02,1908800,10131200,1040000,716900,3372000,5007200,1181600,64820000
2014-09-03,3971200,7561600,613200,746200,3011200,3069600,2664000,62770000
2014-09-04,3507200,5804800,713600,815600,4734400,4378400,1709600,68120000
2014-09-05,1696000,5801600,538800,881800,4712800,3933600,3266400,76630000
2014-09-08,3238400,11334400,986000,919800,6803600,5344800,1273600,65640000
2014-09-09,1360000,9219200,1153600,685600,5257600,3460000,1345600,69030000
2014-09-10,1825600,8192000,2279600,1045500,5931200,3544800,5966400,76780000
2014-09-11,1835200,11971200,1016800,677200,3021200,4737600,1804800,63650000
2014-09-12,692800,5091200,1040800,1319900,6220800,6668000,2293600,82820000
2014-09-15,2827200,9174400,760000,699500,4255200,3534400,1490400,71740000
2014-09-16,1976000,2345600,958000,882400,3710800,3632800,2447200,73200000
2014-09-17,1140800,4172800,734400,524000,3378400,5027200,1688000,87810000
2014-09-18,444800,1555200,205200,319000,1326000,1368000,777600,85300000
2014-09-19,1118400,2576000,681200,772000,3238400,4060000,2240800,349620000
2014-09-22,1094400,8048000,790800,684600,3982800,4012800,1745600,74300000
2014-09-23,2939200,13843200,541600,506400,4471200,3441600,1818400,77090000
2014-09-24,1219200,4825600,713200,538700,3129200,4999200,2097600,80530000
2014-09-25,2702400,5152000,1777600,884100,7705600,7733600,2972800,93520000
2014-09-26,1732800,9571200,1442400,531900,7235600,5162400,2638400,74670000
2014-09-29,1635200,46230400,2091600,682300,5574800,4405600,2058400,70220000
2014-09-30,864000,51196800,1947600,568200,5942400,4454400,1711200,102290000
2014-10-01,2193600,34012800,810400,775300,8804800,8869600,2855200,104240000
2014-10-02,1961600,12649600,1027200,637400,6130000,3305600,974400,75490000
2014-10-03,886400,4051200,771600,812500,4351200,2544800,1577600,87940000
2014-10-06,1550400,10848000,531200,1018800,4361600,3170400,1033600,655450000
2014-10-07,2169600,3964800,897200,939000,7360000,4452800,1732000,79420000
2014-10-08,1683200,11683200,728000,715300,3014400,2114400,1051200,106930000
2014-10-09,1398400,2688000,1080400,472600,5338800,3093600,108800,93210000
2014-10-10,1032000,22243200,531200,556700,3163600,2160000,796800,136370000
2014-10-13,1867200,6275200,962400,1024200,4396400,3114400,2036000,107830000
2014-10-14,1441600,28041600,1169600,695000,3480800,4069600,1848000,110410000
2014-10-15,1385600,4508800,1173200,551900,3586400,3426400,1584800,160380000
2014-10-16,3284800,4812800,1382000,1912000,9188000,11143200,3316800,131670000
2014-10-17,400000,1532800,355200,498000,1297200,1332800,268000,137910000
2014-10-20,854400,4345600,380800,256100,2317200,1416800,1317600,94320000
2014-10-21,675200,10928000,396000,496700,2040800,1447200,2035200,105110000
2014-10-22,728000,32262400,316800,443500,2066000,1872800,1778400,92050000
2014-10-23,419200,6764800,164800,177500,1980000,2529600,852000,99420000
2014-10-24,1601600,13142400,789200,782100,6685200,2812000,1686400,90400000
2014-10-27,998400,17644800,1191200,1087800,4425600,5194400,2089600,72580000
2014-10-28,1150400,12537600,628800,754800,4814800,5396000,1286400,83870000
2014-10-29,2048000,9670400,394800,814700,5172400,4592800,1645600,76450000
2014-10-30,1812800,15081600,600400,1062700,4227600,6228800,1615200,80180000
2014-10-31,2443200,9872000,728400,779500,6910000,6375200,2322400,121610000
2014-11-03,1998400,15174400,1345600,593800,4825200,4203200,1534400,80030000
2014-11-04,1195200,11033600,798400,412400,3996400,4808800,638400,81390000
2014-11-05,1430400,7523200,824400,906100,5413600,7597600,714400,76030000
2014-11-06,1417600,12646400,219600,471500,2876400,3577600,1845600,70670000
2014-11-07,2665600,11081600,394800,494700,5466800,3624800,1771200,82860000
2014-11-10,5017600,13404800,744800,1433400,15658800,9094400,4479200,71430000
2014-11-11,2932800,22672000,1138800,1527000,9647600,14985600,2341600,52880000
2014-11-12,2062400,11193600,1208400,631500,5190000,3161600,1631200,75980000
2014-11-13,1497600,16240000,277600,1637400,4460000,4154400,7504800,80540000
2014-11-14,1848000,6851200,681600,1551700,3703200,5845600,3616000,72850000
2014-11-17,2340800,3948800,540400,805100,6049600,7336800,2656800,70330000
2014-11-18,3883200,4134400,514800,591800,4293600,7372800,2776000,87420000
2014-11-19,3748800,15292800,724400,530300,3139200,10832800,2195200,73780000
2014-11-20,2355200,32995200,266400,592500,4190800,12913600,3350400,77740000
2014-11-21,2456000,18060800,990400,572900,6132400,11076800,2685600,140940000
2014-11-24,3865600,20048000,729600,1182300,5720400,11358400,2046400,85510000
2014-11-25,3006400,7180800,680800,1531300,7294800,7840000,2867200,88190000
2014-11-26,3065600,10147200,571600,735400,6411600,5260800,3598400,67450000
2014-11-28,8664000,14697600,774000,1003700,5198400,7348000,3294400,80470000
2014-12-01,4242400,14169600,761600,1195000,7548400,9745600,4094400,86390000
2014-12-02,4392800,12352000,1136800,1502400,11373200,9092000,5172800,81970000
2014-12-03,3302400,12662400,503600,608600,5404800,4106400,271200,99400000
2014-12-04,3353600,14851200,3491600,1165100,8297200,7364000,4310400,76270000
2014-12-05,2996000,30556800,1696000,1027700,9513600,8016000,4928800,79110000
2014-12-08,3436800,21628800,1337200,993200,6056800,5865600,11640800,88680000
2014-12-09,2725600,14896000,1448400,1007000,6721200,6652800,6716000,100400000
2014-12-10,2414400,20006400,641600,1228100,11440000,12172000,6872000,115100000
2014-12-11,2901600,13740800,542000,751500,4624800,7271200,11261600,90100000
2014-12-12,2017600,23052800,824400,748400,5402400,4022400,7057600,121950000
2014-12-15,1645600,21635200,585600,554900,4876400,5584000,4823200,114050000
2014-12-16,2109600,12844800,435600,1104900,9798000,7407200,5924800,116640000
2014-12-17,4141600,19219200,1183600,902300,6999600,6930400,5135200,118220000
2014-12-18,1951200,6000000,1232000,817700,4008000,8123200,4916000,123940000
2014-12-19,1683200,11382400,419600,941900,4584800,8728800,3281600,343690000
2014-12-22,1582400,28579200,749200,822000,17641600,9524000,4515200,98460000
2014-12-23,1863200,12457600,726000,1502200,7631200,8026400,2891200,82890000
2014-12-24,1805600,20985600,856800,852900,5258000,7640000,2877600,42870000
2014-12-26,1694400,27878400,921200,1853300,6928400,6847200,5321600,52570000
2014-12-29,2006400,28508800,878000,1293700,6557600,8193600,4347200,53870000
2014-12-30,1142400,5523200,1332400,1076000,4875600,4466400,1610400,47490000
2014-12-31,1174400,2428800,1116000,1148300,4514800,7052800,2244800,82840000
2015-01-02,1627200,8115200,656800,1220800,2505200,5817600,1237600,76270000
2015-01-05,1928800,95628800,457600,1211000,4489600,6806400,3344000,116160000
2015-01-06,3594400,40502400,621200,736200,3565600,4816800,2209600,101870000
2015-01-07,1704000,18483200,522400,969700,5900400,8397600,1890400,91030000
2015-01-08,2508000,7852800,895600,2298200,11368800,9912000,2272800,114890000
2015-01-09,1617600,18604800,268000,2188500,3912400,4732000,1496800,93390000
2015-01-12,1624000,22432000,513600,653000,3490000,7738400,1237600,92500000
2015-01-13,2089600,25446400,401200,676600,4822400,5286400,1700000,99360000
2015-01-14,878400,31107200,820400,1284100,3370800,6324800,1325600,109180000
2015-01-15,1324000,20112000,504400,546000,3678400,6724800,337600,94520000
2015-01-16,1680800,6803200,404000,607400,4337200,4040800,2424000,140480000
2015-01-20,3039200,19808000,748000,767500,7450000,4420000,2306400,119600000
2015-01-21,1304000,21404800,1208000,692100,5741200,4212000,3924000,95530000
2015-01-22,1516800,32041600,846000,564900,2750800,2974400,3920000,111980000
2015-01-23,1225600,9708800,758000,939000,4348000,3254400,3008800,97110000
2015-01-26,1914400,24729600,1181600,762400,4172400,4239200,3168800,87220000
2015-01-27,1870400,23411200,872800,1050000,6022800,5266400,2214400,135940000
2015-01-28,2153600,12953600,955200,892700,4950000,3849600,3140000,115980000
2015-01-29,3879200,14188800,892000,1310100,6794000,6179200,1798400,111690000
2015-01-30,1245600,11545600,330000,1016000,4507200,3547200,1466400,168560000
2015-02-02,4020000,16006400,806400,775700,4952000,4673600,1924000,108090000
2015-02-03,3478400,18016000,252800,627400,4234800,6778400,1121600,112860000
2015-02-04,1812800,24752000,562400,573200,4149600,7008000,2168800,102560000
2015-02-05,1533600,14768000,384800,842500,4859200,8632000,2242400,79890000
2015-02-06,1809600,18265600,351200,794000,4394400,6067200,1900800,93610000
2015-02-09,3709600,25283200,388000,651000,6801600,7108000,2396000,81590000
2015-02-10,2154400,13603200,290800,1132500,5140800,6971200,25572000,89930000
2015-02-11,1176000,20473600,577600,991300,6598800,4210400,10040000,89890000
2015-02-12,2029600,15612800,500800,1221200,6369200,9977600,4603200,117160000
2015-02-13,2082400,12016000,645600,669300,5762000,4493600,3317600,85230000
2015-02-17,1700000,14419200,434000,423800,4473200,5746400,4582400,98760000
2015-02-18,1714400,19299200,520800,449300,3483600,9056000,6696800,75090000
2015-02-19,3372000,32009600,709200,899600,3715600,5726400,3447200,79130000
2015-02-20,1872800,21907200,352800,749700,3951600,5028800,2399200,111390000
2015-02-23,3714400,26409600,361200,876300,4875200,5080000,3394400,83670000
2015-02-24,2792000,21072000,1044800,1479200,8247600,11173600,3840000,79310000
2015-02-25,1466400,23683200,667200,1264500,6119200,5775200,2708000,80480000
2015-02-26,2172800,12348800,631600,396800,4874400,4603200,2935200,81500000
2015-02-27,1420800,11308800,1069600,454600,2715600,7236000,2861600,101110000
2015-03-02,780800,44137600,812000,356800,2627600,4185600,2648000,89790000
2015-03-03,2540800,25443200,992400,643000,3178000,4217600,2647200,83830000
2015-03-04,1140000,13104000,794000,1095100,5153600,6103200,3723200,80900000
2015-03-05,1448800,25875200,1015200,1556700,8007200,6285600,3376800,75840000
2015-03-06,1083200,8662400,318800,1786100,6407600,4700000,1828000,113350000
2015-03-09,1036000,13542400,765600,1559200,4624000,4576800,1624800,85820000
2015-03-10,3652800,9478400,1134400,1262800,5422400,4071200,4781600,120450000
2015-03-11,1760000,13136000,483600,863000,5196800,5079200,2254400,102120000
2015-03-12,1657600,8425600,542400,1189900,4258800,5890400,2660000,111550000
2015-03-13,1092800,5356800,377600,1133300,7061200,7313600,3630400,113620000
2015-03-16,1249600,13456000,233200,489600,3638400,2374400,945600,101760000
2015-03-17,2101600,25459200,389600,477100,532000,6184800,1822400,82560000
2015-03-18,4244000,13417600,109200,727200,4025200,3943200,1560800,130950000
2015-03-19,2150400,19123200,566800,647900,5086800,5143200,3092000,107820000
2015-03-20,1617600,14944000,191600,664500,3269200,2700800,1568800,333870000
2015-03-23,2628000,12022400,793200,613900,4193200,5828000,2921600,98030000
2015-03-24,2701600,17040000,593600,833800,4362000,3848000,5137600,87190000
2015-03-25,4128000,13539200,678000,1191600,5536400,9130400,5768800,106560000
2015-03-26,3354400,7126400,1131600,1031000,6223200,7054400,8413600,117740000
2015-03-27,1764800,12214400,3122000,1052200,3658400,5021600,2971200,103220000
2015-03-30,1266400,23257600,526400,1091600,3590800,3465600,3745600,104040000
2015-03-31,1428000,21228800,586400,1318400,4192400,4063200,3965600,119470000
2015-04-01,1886400,40236800,665200,898600,4493200,5061600,3960800,103360000
2015-04-02,962400,20032000,397200,794900,3827600,5148800,6213600,87370000
2015-04-06,908800,11817600,662000,792300,3338000,3685600,2708800,100850000
2015-04-07,1782400,11996800,863200,862300,5584800,6919200,3364000,72150000
2015-04-08,1846400,12412800,907200,875900,4948400,6102400,2278400,76820000
2015-04-09,1775200,8604800,1282800,614700,3656800,3369600,1993600,86740000
2015-04-10,976000,7856000,1087600,811300,4077600,2881600,2753600,116410000
