Date,WBA,UNH,TRV,VZ,WMT,PG,UTX,DOW
2005-09-07,2688400,3663900,2316800,7458600,13345700,9214000,2626300,226790000
2005-09-08,3379100,5456300,4243400,8283800,10544300,7520100,2049600,222990000
2005-09-09,2666000,5095100,5548900,6849300,10780500,7878700,2098900,247140000
2005-09-12,2668100,4839700,4443500,6151500,11434300,6401100,2428700,201190000
2005-09-13,3025100,5865000,4068900,8319700,16434100,11601300,2971700,222620000
2005-09-14,2957500,4075700,3142100,8148000,15362900,10317800,3044000,225350000
2005-09-15,2207100,4587700,2634300,7410600,18444400,7203300,3203900,225350000
2005-09-16,4830300,6548500,4540600,16810900,96786800,13634100,6490000,546940000
2005-09-19,2514500,2731200,3124700,6293200,34095500,8016000,3726900,233530000
2005-09-20,4100900,4785000,3255000,9446600,26317500,9517000,2553300,244560000
2005-09-21,4939200,5282900,3713900,10505700,27188000,10153700,3744800,266650000
2005-09-22,6407200,5339400,3715300,7983200,22190000,8766200,2655900,254260000
2005-09-23,5010700,12424900,2882300,6517700,18215400,7859500,2899600,238590000
2005-09-26,10867000,5999200,5283800,9951900,15623500,7647800,3293400,234320000
2005-09-27,7661900,5005300,2856900,10017200,14359500,7878800,2438600,224960000
2005-09-28,5120000,5539800,2697700,10296400,18555900,8143200,3087700,238740000
2005-09-29,4283000,4683300,3324000,7906200,16016000,9644100,3927200,236020000
2005-09-30,3020900,6656300,2947800,8070100,13653300,23314300,3334400,222160000
2005-10-03,2919500,5065000,2986400,9419600,16613900,15234500,3025100,239190000
2005-10-04,5577200,6347800,2325500,12766900,13798200,24592100,3522000,301840000
2005-10-05,3505600,5651600,3436300,14182200,14243200,15616400,3917000,266720000
2005-10-06,6745500,4698700,2281000,10957300,20465700,21143000,4427700,316440000
2005-10-07,4200400,3217500,3227400,12757200,12259400,12314200,3508100,237340000
2005-10-10,3710200,3310600,1657500,11397400,18902100,9164800,2331100,236540000
2005-10-11,4264100,4149500,1589200,10367100,17153300,10238300,2579000,261000000
2005-10-12,4428200,4996500,1851400,11422900,15741300,9824100,3143800,293420000
2005-10-13,3416000,6319800,2163300,9919900,12455900,8723300,3103000,270400000
2005-10-14,2971300,8061000,2323300,10002700,11857800,8307500,4603000,238950000
2005-10-17,3403500,4411000,1389000,12345900,9794300,8406200,3659900,242880000
2005-10-18,3328000,4658100,2398000,17394400,11988100,7906600,6011900,297590000
2005-10-19,5389700,5653200,2977300,15434700,17058200,9540100,4658000,316880000
2005-10-20,4666200,5228900,2520800,14098500,18926800,9112000,4022900,334850000
2005-10-21,3299900,6067300,2624700,18094300,13367300,10659000,4272500,357930000
2005-10-24,3097300,4277400,2259200,15602500,10366800,8221200,3437500,263690000
2005-10-25,3600100,7084300,2668400,12651600,14979100,7570700,2931000,246960000
2005-10-26,2739200,9077400,3259400,12969900,11912100,7442600,3536900,266810000
2005-10-27,2489600,5078400,3494300,16944900,12430300,7090300,2612000,236490000
2005-10-28,4463400,8224300,3491300,17797600,12353000,8200400,2806200,283060000
2005-10-31,4603600,6624200,3818300,17661800,22501700,10998100,3430800,320080000
2005-11-01,4693900,10326600,5147100,12317200,11783500,10760400,3406500,294480000
2005-11-02,5793100,8163400,3834800,10211800,12558400,10583100,3872100,279710000
2005-11-03,6801100,13835900,2947400,19282300,16028500,8328300,3687300,320900000
2005-11-04,2992000,8213600,2631100,9834700,10464700,6064700,2476300,230870000
2005-11-07,3112600,3732600,3106700,13284900,12175100,7611700,2551700,241260000
2005-11-08,2340100,3639700,2674800,7870500,7506200,6447900,2146600,201770000
2005-11-09,3665000,5127500,2714300,19623900,13416200,6076000,4850800,244430000
2005-11-10,3105700,7370000,2665200,14001600,18937600,7645800,5236000,293350000
2005-11-11,2546900,3442800,1984100,13873100,12118600,7528500,4604300,195880000
2005-11-14,2897700,3739900,2664100,11247300,13834200,9706700,4105300,211290000
2005-11-15,4066900,4435700,1962300,11689800,16849600,9658100,5399400,267560000
2005-11-16,2370500,5215500,1434400,10093500,11752200,9982900,4151700,286000000
2005-11-17,2448800,4555800,2838300,10856600,6703500,8009400,3136100,274320000
2005-11-18,3247400,4937200,2422400,14020600,13152800,11973800,3846200,351030000
2005-11-21,2025300,5542000,1506700,14290700,9840200,5644200,3028600,250280000
2005-11-22,2304900,3744800,2215200,11111900,15482700,6840700,3547300,311190000
2005-11-23,2186500,3035500,1439600,7032100,11904600,8448500,2495200,236740000
2005-11-25,822800,1713200,613400,4648900,6317300,2326800,794500,122460000
2005-11-28,2790900,6060800,2020900,10669900,16693100,5787100,2559900,259360000
2005-11-29,3542800,6894500,2908300,13182100,18482900,6821700,3251900,255250000
2005-11-30,4204900,5491600,2207300,17115300,11770000,8624300,4079500,257650000
2005-12-01,4224100,5504000,3223000,13764300,23882800,6894300,3961500,256980000
2005-12-02,2617300,3443700,1631000,11274800,10951700,15060900,3576800,214900000
2005-12-05,4763300,4634600,3760400,14378800,20066700,6158800,2977800,237340000
2005-12-06,3416400,5650200,2923700,12566300,20522000,6015500,3277900,264630000
2005-12-07,2695100,5074000,2049800,12335600,10770200,6839200,3043700,243490000
2005-12-08,2771200,3976400,2754000,11998100,12361400,5414200,2972800,253290000
2005-12-09,2163800,2972600,2753200,10242800,11183800,5284000,3473100,238930000
2005-12-12,1786700,4086300,2549100,15738700,15462000,6006100,3887700,254130000
2005-12-13,2666900,5316300,2229000,14001900,20294200,10104900,4315000,329050000
2005-12-14,2549700,3095100,2690200,13226400,12293200,9403200,3653600,336440000
2005-12-15,2039700,4109900,2573100,12834000,9213400,10429500,5121900,297560000
2005-12-16,4251100,4788000,4857600,18360800,12616000,18585300,7051100,419040000
2005-12-19,2197700,12231700,3131500,17506000,9458000,7045500,3212800,331170000
2005-12-20,2444300,7769200,3067900,19009600,9339200,5440300,3528900,254440000
2005-12-21,2275000,13802700,2416100,15480700,7799100,6078300,3411600,257850000
2005-12-22,2659200,8951700,1399800,17481200,6699000,5800000,3346400,229500000
2005-12-23,1734200,3908300,897300,9042800,7157400,3913000,1742300,126720000
2005-12-27,3194200,4856800,1346000,11610900,13065500,4744800,2566600,174190000
2005-12-28,1787900,3890200,2644600,14890300,7262500,5663000,1936800,153230000
2005-12-29,2266600,3556600,2583100,17548400,7720600,4008000,1529000,160010000
2005-12-30,2921700,3388100,1633400,17706800,10423200,5928600,2514100,191020000
2006-01-03,5217300,8070500,3843800,14348100,23413500,9741500,3716500,302950000
2006-01-04,5900300,5585200,2285900,34475000,14087200,6746400,3114500,271490000
2006-01-05,4568900,5624200,3069300,22976700,20758200,8936100,3118900,250910000
2006-01-06,4205500,5577600,2641500,64153100,21129800,8825800,2874300,291740000
2006-01-09,4396800,8828900,2201500,19569500,14877400,7715700,2467200,248240000
2006-01-10,4929700,6237800,1739000,33637800,13422200,8552900,3677300,264270000
2006-01-11,3749200,5515800,2425500,21804100,14179300,8790500,3161100,266260000
2006-01-12,4961800,5374100,2501900,27355500,11425000,6612800,4025300,296400000
2006-01-13,2771700,11002500,1719600,22661600,10259300,7146800,2136600,209940000
2006-01-17,4022300,6332500,2130800,20720300,17117900,5299200,3092600,251470000
2006-01-18,3865100,7104900,1454600,16785000,13191600,6689500,2569600,361540000
2006-01-19,2777200,13389600,3844700,18522900,18141600,8067300,2620600,370960000
2006-01-20,4434700,10087400,5071500,15096400,19353600,10491600,4391400,519090000
2006-01-23,3851400,9610500,2488800,11748500,15611000,9437700,3238400,366090000
2006-01-24,2868800,8250200,2910100,13978600,18185800,8163500,6805800,375980000
2006-01-25,3707300,6529400,2876300,13456600,18986500,8932300,6485500,412460000
2006-01-26,2785300,9949700,4758200,16166700,16798500,7007000,6675600,400550000
2006-01-27,2683000,6418600,3494100,17634700,13385900,11747900,6284200,398810000
2006-01-30,1717000,6738800,2702700,12514100,15269000,7909700,4657500,323690000
2006-01-31,3258100,10652700,3383600,13444300,12925400,10347500,3981100,369370000
2006-02-01,3287500,7522900,3103300,17235700,15193000,10834600,4624200,333580000
2006-02-02,3888200,6235200,4602700,11143700,18513100,9759100,3668600,314190000
2006-02-03,3239000,5392400,2267200,13299400,11329500,7815900,4889200,346600000
2006-02-06,2538800,4891600,2959700,9860300,12184800,4998800,3623100,263190000
2006-02-07,3252600,5174300,2124300,8483500,16189800,6403600,3313000,351880000
2006-02-08,3664000,7318700,2293800,22617800,12344600,6775700,2780900,330080000
2006-02-09,2334800,5747900,2778200,16151500,13131800,6242200,2973100,314190000
2006-02-10,1896600,4224000,1437700,15240500,8037700,5804900,2918800,303570000
2006-02-13,1770400,3357500,2278600,11062700,7161400,5198600,2523400,244330000
2006-02-14,4196500,4771900,2682400,18285900,14872400,7923000,2685300,307060000
2006-02-15,4114700,4335100,2025400,21743000,11835300,8575200,2384000,298850000
2006-02-16,3957700,5087600,3310500,13535800,9074400,6998200,2618600,302980000
2006-02-17,2743700,7065300,3875400,15456800,15355200,9137500,3250400,329160000
2006-02-21,2931300,4688800,3970800,15701700,15374300,6770600,3188400,270410000
2006-02-22,2308900,5297100,4400700,12751400,9910700,8974000,3469400,337280000
2006-02-23,1972600,4772500,4674200,10238000,14826400,7110800,2292400,270410000
2006-02-24,2465700,5348000,1982100,8600600,9652200,5610800,2475600,247270000
2006-02-27,2068700,3247000,2037700,11613300,9051700,6723100,3247100,268610000
2006-02-28,3021700,5301200,3572800,12035200,12302300,14458000,3531800,325450000
2006-03-01,2809000,5289900,2508300,9190100,12042000,9155200,3413000,270620000
2006-03-02,3520700,5964400,3309500,11593200,12518600,10876800,3299100,274280000
2006-03-03,2419500,6531000,3007700,14090400,9508600,7797900,3458000,365750000
2006-03-06,2543000,5800300,2226600,21008900,9749300,4553300,3296300,292510000
2006-03-07,2527200,6308800,2048900,8056700,11246500,7366400,3042400,284770000
2006-03-08,3808000,6063300,3849800,11665600,14478100,8680200,2356200,276610000
2006-03-09,2729700,5283100,1897200,11970800,7233700,7114000,3147800,266390000
2006-03-10,2273300,6983600,1746000,10868400,9321900,8506900,2905700,257440000
2006-03-13,2651000,12402100,2161400,9779700,8837700,5956100,2301500,251020000
2006-03-14,2983400,7598000,2479300,14393100,13714300,18234500,2298500,251560000
2006-03-15,2884300,6608100,3977300,8970100,13990700,9813600,4114800,274740000
2006-03-16,3137300,6071300,3476400,10681300,18556100,12489800,3109000,306150000
2006-03-17,3323300,6645800,8474400,16286200,12438300,17418000,4794400,480830000
2006-03-20,1860600,4382400,5819900,11904900,19702000,7027800,2635300,247410000
2006-03-21,4252300,5928000,4201600,10139700,13890300,6909400,3019100,331800000
2006-03-22,3807700,4434600,3549500,10338500,9025800,5849700,2325900,342980000
2006-03-23,2193600,5577500,2980800,8856900,14733200,9166500,2095000,292420000
2006-03-24,3103800,4938800,3917700,10674700,9726300,8870500,2737300,240800000
2006-03-27,4527400,11124700,3301800,11987300,8663800,8040400,2405800,226240000
2006-03-28,5734800,12203500,3601200,10665300,10044300,14113000,3295700,272490000
2006-03-29,3052700,9507000,4016900,8699500,8681800,12430600,3298900,279470000
2006-03-30,3189000,8091100,2974300,14713000,9793600,8419500,2871300,276900000
2006-03-31,3325900,9771000,2454500,20163800,10091000,11176100,3059900,317000000
2006-04-03,3856100,7603400,2292300,15049100,14109000,8113400,2238100,278440000
2006-04-04,5441300,6934400,1885500,7663400,8715100,8873400,2204000,246950000
2006-04-05,2021100,5678600,1760400,10077000,7763700,8926000,2267300,250190000
2006-04-06,3376800,12065600,1889600,10744500,8763900,6607300,2051000,240370000
2006-04-07,3892800,8073100,1919100,13018700,12457500,7392400,3433500,256290000
2006-04-10,3103900,19075000,1927200,8638500,9582500,7153700,2140500,207380000
2006-04-11,3073900,14551300,1188400,14727800,9653700,13443800,2744000,266080000
2006-04-12,2719400,12100500,1535700,10536800,9285200,8850500,2337700,212590000
2006-04-13,2704200,7685500,1386300,7054400,7199000,6852400,3883800,230870000
2006-04-17,3574100,10399800,2255000,8580300,9225100,13180200,2460400,239730000
2006-04-18,3708600,41589900,2556600,12523200,10545900,11186200,6099300,309660000
2006-04-19,3541000,41951500,4425800,10024500,10743200,12877800,12423000,292280000
2006-04-20,3158900,19329200,2789600,12201100,8844900,15583700,7998300,336420000
2006-04-21,3185200,8944100,1839800,11513700,10118100,12076800,5136900,325090000
2006-04-24,2385200,11713600,2021100,7225900,12143600,9313400,3490700,232000000
2006-04-25,2973800,8586000,2201400,9438500,9205900,22369200,4177000,289230000
2006-04-26,1871800,12356600,1984300,12209900,10582300,15869100,3585500,270270000
2006-04-27,3255600,29892500,2123100,10494600,12791700,8826800,4020800,361740000
2006-04-28,3947600,15281800,1904400,10655700,15376800,8917700,6749400,738440000
2006-05-01,4609100,10991400,2137300,12157100,18546900,7304700,3724700,365970000
2006-05-02,3230900,11589500,6490700,11149700,9598300,8489300,2572700,335420000
2006-05-03,4030300,23876600,3116000,9408300,11793200,28760000,2300700,380540000
2006-05-04,7241300,11609000,3508700,8668400,10585300,15422400,2773300,333940000
2006-05-05,4295000,13241300,3839900,10255500,9080500,13405200,3395300,338910000
2006-05-08,3873900,19356900,2202400,7121700,9878300,14653300,4074800,309920000
2006-05-09,4453500,30915600,2256400,6230000,14506900,11459800,3211200,263250000
2006-05-10,3114100,29520300,2057600,15701200,9449800,9617500,5287900,284530000
2006-05-11,4513800,30196200,2474800,12380300,11204500,12379000,4410600,322510000
2006-05-12,4718200,17054700,2090000,11155300,11408100,13888800,7203400,321240000
2006-05-15,4641100,11640200,2458500,12716700,17050900,11531400,4840200,300550000
2006-05-16,4433900,10947600,1545600,8373600,17685000,11485100,5066300,307170000
2006-05-17,3834600,8631500,2745800,15406600,15513800,10081100,4736600,399460000
2006-05-18,4079800,17695600,2031600,13700200,10941200,7772400,3411000,338300000
2006-05-19,5971300,15505500,3267700,19382700,13027900,16266300,4115900,485500000
2006-05-22,4081600,12017300,3953100,12907400,9915300,9208200,3047000,340590000
2006-05-23,3916400,12139900,2337100,11870200,11022600,9505900,3585300,315860000
2006-05-24,5098100,20166900,2711900,10160300,16235000,9998700,4752900,466330000
2006-05-25,4153000,12934600,2284400,7315800,25807000,8082600,2757600,295350000
2006-05-26,1664700,8613600,2139900,6919900,17434300,6442600,2363700,240330000
2006-05-30,2662900,8673000,1957200,8348600,19274000,6971000,3384500,261260000
2006-05-31,3664600,9254900,2453300,11499400,12049600,11624100,4260000,353660000
2006-06-01,4846700,11753300,2536700,12954400,13468200,6941200,3086400,295150000
2006-06-02,6774700,12669300,3074300,9677400,13776000,8577600,3451200,268640000
2006-06-05,4228500,7065100,3024400,7370500,12445900,7945800,3721000,254990000
2006-06-06,5169200,6846900,2786200,12607900,16464300,9189300,7604500,385870000
2006-06-07,4112400,5290700,2729000,10953000,9688200,8439600,4708000,333490000
2006-06-08,5228800,6128300,4594700,14892700,16265400,15081400,5954700,442150000
2006-06-09,4053800,5693100,2029900,7225500,7494600,7723700,3915500,272930000
2006-06-12,3319900,4526700,1765200,6322400,7468900,5924200,3751200,272490000
2006-06-13,5184900,6359800,2907500,13050100,14181300,10410600,4382000,399220000
2006-06-14,4954600,5954700,2338000,10114700,10429800,8757100,3650400,355620000
2006-06-15,3967400,7777500,2571600,12977500,15733300,8548000,4543700,358870000
2006-06-16,3899400,7265100,3149100,15686800,16742300,10789100,6000400,451930000
2006-06-19,3276000,6743700,3125900,11482500,11618700,11238100,2941000,377040000
2006-06-20,3333700,5288500,2940300,16359600,8699700,11377800,2237100,274060000
2006-06-21,4320600,5706300,2282500,19111300,9969800,8701300,3388700,309290000
2006-06-22,4946000,5785900,2199700,13150000,8465900,6121900,2721700,250460000
2006-06-23,3772000,6156800,1443100,9162100,8247000,6917400,3085600,221940000
2006-06-26,5582700,4391200,1686200,10145700,6776400,5617900,2313100,202770000
2006-06-27,5223500,4393100,1855500,10530700,8423100,7336400,2524500,269010000
2006-06-28,4251200,7270400,1818700,8566000,7287700,6487900,2072000,260240000
2006-06-29,5247500,5401800,2101000,11478800,10966900,10318500,3764800,337830000
2006-06-30,3142300,7551500,2727100,11749400,11119600,21154000,3705700,365670000
2006-07-03,1420000,2175800,633900,4742800,9097300,4592900,1736900,134790000
2006-07-05,4249300,5041600,2104400,10692600,11523000,9146100,3393400,248320000
2006-07-06,3436600,5323200,1569400,9728700,10174000,7215400,2774900,224520000
2006-07-07,5376200,4568800,1636300,9373100,10525400,6834500,2879900,253730000
2006-07-10,4443100,6973100,1525400,6986500,7308700,6776600,2138100,207740000
2006-07-11,3986100,15099500,2313700,10539000,13206100,6104000,2920800,298130000
2006-07-12,3388600,6576000,3319100,8537600,13258500,7060100,3270200,266320000
2006-07-13,2977900,5419500,2198600,8781700,26306500,9209400,4154600,328780000
2006-07-14,4769800,5044400,1335000,8036500,20072300,8959100,7604500,312080000
2006-07-17,4670300,4742500,1383200,7647300,17697300,6167300,7132700,251640000
2006-07-18,4340500,9171400,2310000,7786200,20375200,7123000,9855000,288860000
2006-07-19,4537800,17651000,3005300,12350800,17608700,7938400,8322800,343400000
2006-07-20,3474400,10538600,2222800,9470400,10252400,5748200,6265600,336300000
2006-07-21,4273800,7790900,2379900,10681000,12976300,8014400,5622100,433240000
2006-07-24,3394100,7216400,2337200,8933900,11650200,4482400,5332600,269370000
2006-07-25,3356700,5764600,2353200,13247900,10678900,6701600,4423300,281840000
2006-07-26,3018400,5497400,2680300,13678100,12347400,7223500,4157100,287170000
2006-07-27,3836600,15388600,3480900,12114500,8706800,5572500,4189500,286530000
2006-07-28,3136100,10645700,2707200,9356400,12361300,5886700,3626900,269730000
2006-07-31,2746000,6357800,3812000,12670100,13463400,7569000,2307800,226190000
2006-08-01,2732500,4002600,3336000,15842200,9644300,5850700,3659000,199150000
2006-08-02,3308100,7799900,3037800,9461400,7989700,17707400,2475500,229410000
2006-08-03,4915600,5074900,2820600,7809400,11035500,12370500,4211900,211890000
2006-08-04,3945100,5253900,2187100,7928800,9733000,7888800,2695800,210410000
2006-08-07,1956700,2977800,1751100,7692000,7335000,6377400,3111300,169710000
2006-08-08,3445100,4884300,2096600,8219500,7690500,9319300,3478200,261520000
2006-08-09,4033600,3533400,3575800,14482700,10279600,5617000,5094400,231270000
2006-08-10,3526700,10786800,3061200,7880000,12140800,8648900,3878500,211270000
2006-08-11,1938100,3743600,1910700,8078300,8244500,8092500,1991800,166870000
2006-08-14,3051400,4225700,2692200,6806600,10970900,8069500,2493100,205830000
2006-08-15,3518300,3074000,3180300,11008000,18589400,6944700,2044700,208750000
2006-08-16,2947100,4098200,1864700,7946500,16454100,6605100,2633300,219190000
2006-08-17,2914800,5228300,2051200,10876000,12368200,6589200,2373700,243000000
2006-08-18,3576000,5029900,1887800,11286800,9083600,6865200,2552000,282660000
2006-08-21,2668400,3092200,1820000,7064400,9482300,5296500,1866500,196220000
2006-08-22,2077700,3905500,2235200,7569600,8267400,6521600,2174000,213690000
2006-08-23,2019700,2213900,2067100,10776200,10579600,4746000,1877800,170410000
2006-08-24,2782200,5342400,1922900,7855800,7480100,5346300,2289000,170710000
2006-08-25,2342200,2908200,2466000,5016000,7720700,4492800,1743900,150200000
2006-08-28,2549100,4092200,2304900,8634900,11202200,6248600,2580900,180810000
2006-08-29,2252700,3936000,2073900,9298700,9858100,4940800,3403800,198620000
2006-08-30,1942300,4515800,1723100,8127800,12154300,8797700,2331500,180100000
2006-08-31,2416900,4325200,2457200,5760700,8784900,6514600,2792800,156960000
2006-09-01,2411300,4312600,2401300,7849800,11383200,4132300,2796200,168010000
2006-09-05,3410300,4540100,2320600,6984800,10560300,6288700,3104800,184960000
2006-09-06,4907200,4551300,3273400,8457600,10109600,4595800,4027900,190990000
2006-09-07,3575800,2410100,2595000,9611000,16007900,7174000,2579900,213670000
2006-09-08,3414200,3330700,2661900,6186600,14053500,5725900,1613300,161650000
2006-09-11,3373200,3799000,2703000,6337900,17148700,9150500,3016900,216000000
2006-09-12,5043900,5188400,1565000,15426900,18437100,5626800,3660800,237300000
2006-09-13,16838800,3840300,2591700,8189400,11168800,11058000,2579400,214190000
2006-09-14,6271200,3341600,1523800,7099000,10160500,8959100,3310400,203780000
2006-09-15,4991100,5922000,2825200,10043900,17147300,17543900,5655600,365450000
2006-09-18,3327700,5669200,1942500,8091000,10830500,6676300,3079300,192680000
2006-09-19,2874100,4244500,2106600,7440700,11422600,7318100,2315300,178880000
2006-09-20,3528300,2802900,1681500,12042200,13711900,6997800,3514600,226390000
2006-09-21,24629700,4932000,2151300,18868900,13051700,9904700,4782400,241370000
2006-09-22,12625100,7753300,1841800,15075500,11771800,6795200,3630500,198480000
2006-09-25,23940400,5900000,2116900,14668100,12196400,8142500,4219200,267990000
2006-09-26,11999400,5621500,1748400,23217300,14979000,8944100,3724400,283670000
2006-09-27,10830000,6510100,1815600,27638300,15714800,8292000,2932100,296890000
2006-09-28,7974600,3614400,2196400,16804100,12772500,9379800,3714600,236500000
2006-09-29,7760800,5875600,1982100,17176900,12582300,7232500,4488700,216040000
2006-10-02,8020800,4923600,1562000,14794800,18006000,4732100,2798600,198010000
2006-10-03,8456100,4814500,3340400,13075400,14986500,8824800,3400500,230570000
2006-10-04,5764500,5259800,2556400,15362700,24777600,15044800,3482200,281860000
2006-10-05,20529900,5942600,1444800,18975900,25071000,8244800,2861900,253550000
2006-10-06,24279300,9803400,1602200,13964300,15445600,7072300,2500300,242980000
2006-10-09,7795300,3768100,1271700,11527100,9645300,3882500,2114900,177940000
2006-10-10,7890500,5325500,1712300,16859800,9662900,7689900,2424100,227210000
2006-10-11,9997400,4648900,1653500,14154600,10006100,4826500,2495300,256040000
2006-10-12,7917500,5007900,1472900,13081100,12425000,5931800,2780000,291010000
2006-10-13,4104600,7707300,2400000,10652600,8802100,7187800,3604600,295100000
2006-10-16,3847600,32185700,1433400,9491700,6618600,5242700,3464000,271740000
2006-10-17,3686300,15103400,1627600,9328700,11116000,6684000,6777700,238130000
2006-10-18,6010900,9840300,1531000,11732600,10282600,7517900,4870100,344650000
2006-10-19,6366900,21289100,1437700,12743500,10093000,5229600,3697800,260150000
2006-10-20,4927400,12075800,2086000,17178800,18955600,8001100,4222900,313840000
2006-10-23,7935700,6835900,1847000,10909000,53101600,7354400,2534000,288780000
2006-10-24,5104900,7961900,2292900,11385000,18782300,6879500,2709100,257650000
2006-10-25,6058600,13030300,2112400,10778300,17283400,5911000,2852700,238470000
2006-10-26,4877300,7951800,5210800,18639000,14230000,6426000,3080100,237150000
2006-10-27,4655800,5413500,5080200,15135300,12533200,7173400,2851700,277340000
2006-10-30,4394200,5325600,2580300,31555000,26087300,8786600,2098100,206240000
2006-10-31,7149600,6353500,4106900,31692500,17582600,14877300,4157900,277410000
2006-11-01,15121500,5523200,4017600,13133600,16787500,8882000,5547400,245720000
2006-11-02,9307400,5651900,2318100,13836800,24382500,8152800,2646900,222140000
2006-11-03,7429600,6676300,2363700,13539700,18014100,5498300,2928600,197740000
2006-11-06,5040300,6218100,2391500,13089500,17430700,9449400,3571300,211250000
2006-11-07,4058700,9393900,3485200,12513400,17884700,7796600,2924700,222400000
2006-11-08,5900000,15683000,3354600,8941400,30111600,9745400,2739500,252650000
2006-11-09,8554900,21445100,3013800,12430200,27230600,8202400,2969200,275340000
2006-11-10,4017800,10615800,2723900,14612100,13199000,6891900,2589700,204440000
2006-11-13,4892400,9117500,1976600,10926600,24180600,6033000,3158700,194050000
2006-11-14,7831400,8889300,3347500,14438300,28621800,7899400,2869700,255300000
2006-11-15,7979200,7700300,3234400,10860600,16474300,5559200,3292000,258840000
2006-11-16,5893600,5271300,4143300,12102900,11076400,4839600,3866200,223350000
2006-11-17,11167900,5714800,3143100,12881500,15820900,6249100,4332200,285110000
2006-11-20,7176700,6017800,2183100,15010400,12335800,4624800,2098000,228960000
2006-11-21,10403700,6131700,2049500,18050200,8744200,5114800,2639400,216660000
2006-11-22,5280800,4855300,5665600,13152000,10822100,4059300,1702900,177740000
2006-11-24,1797000,1842400,1945400,4738000,5081400,2288000,932900,77630000
2006-11-27,7775300,5616900,3061400,12228400,23502500,7182900,3942300,236740000
2006-11-28,7508100,9759500,3752900,15131800,13365200,7145800,3481200,222630000
2006-11-29,8454400,8221000,2651500,13577400,12673300,5767900,3339700,219270000
2006-11-30,5427700,11434700,3246400,13939800,24220700,9011900,3847300,294890000
2006-12-01,7630000,7665800,2718900,11256100,25024700,6604400,4806300,275410000
2006-12-04,11310600,7844100,2140200,12574100,14495900,7083800,4069100,270630000
2006-12-05,10893900,4601200,3110700,14814300,10470400,6025100,2876300,233170000
2006-12-06,10053700,9797200,1523900,15851600,9839100,5547900,3800900,220840000
2006-12-07,5603800,10122900,1855000,11836700,14205400,6999200,2670700,251340000
2006-12-08,4388800,6141000,1630300,9086000,10540600,4695400,3330400,240800000
2006-12-11,5560700,4475300,2289200,11485400,16503200,3858400,3391100,213850000
2006-12-12,4382600,7116500,3518400,12821200,18002900,7022300,4758100,248140000
2006-12-13,3756400,6556600,1760000,7768200,17372300,6102100,4133700,213520000
2006-12-14,5110100,7522900,1207600,10607600,18438400,5850500,17068300,253900000
2006-12-15,5807800,7423600,2974900,23619400,16087800,11542200,8231200,417750000
2006-12-18,8003700,5465300,2269400,10077300,12870200,5769300,5078700,237310000
2006-12-19,5967400,13074400,1693300,11717300,17349900,6102700,6435200,233450000
2006-12-20,4481900,10252900,1146200,11649600,13936800,4477700,5651900,193300000
2006-12-21,4489000,8171700,1566100,9437700,11281600,6066400,4062600,192090000
2006-12-22,7192900,4569100,2087200,9094100,11098700,4390700,3054100,143650000
2006-12-26,3720000,2317000,2802100,5262000,10493300,4020000,1911500,110210000
2006-12-27,4070400,4915000,1193700,7888800,12124100,5246800,2264600,143650000
2006-12-28,2580200,3626100,1290400,9462100,7100500,3901900,2533800,126740000
2006-12-29,2788000,4410400,1736900,10312400,10810500,4421700,1896500,161560000
2007-01-03,6294500,8360300,3432800,21445800,35687300,9717900,4784400,327200000
2007-01-04,3681800,5152500,2068200,19215800,17073000,8711400,4928200,259060000
2007-01-05,3680900,6215700,2104600,19047000,13556900,9907900,4354300,235220000
2007-01-08,4720800,4344100,2440900,20370800,16396400,11068200,3347200,223500000
2007-01-09,3792500,5483900,1319500,16281300,14643200,10823800,4525000,225190000
2007-01-10,3663400,5075600,1699900,14750200,13348100,8139400,5164200,226570000
2007-01-11,4501600,5491000,2825800,9740700,14823200,6593000,5006700,261720000
2007-01-12,3305300,8345700,2853500,12502700,13910800,7904200,5310900,256530000
2007-01-16,2725900,8213400,2753100,12128100,14482400,10397100,4114400,242720000
2007-01-17,3922900,6731900,2728400,11809700,11305400,11403700,4361200,272720000
2007-01-18,3236900,13144300,2488500,12188200,13656200,8679900,4208500,250690000
2007-01-19,3092400,8131200,2294800,13451400,11960300,9241500,4185100,287480000
2007-01-22,3933400,8795700,2478000,9991400,12719900,9324800,4915100,293400000
2007-01-23,3020600,7639300,2431200,14298300,11274300,5763600,8117700,236760000
2007-01-24,4264300,8157300,3369900,11639000,13491600,6366500,5243400,216920000
2007-01-25,4029200,4976800,2459300,12685000,9760100,6800500,4677700,275780000
2007-01-26,3438600,4097600,3017300,10493300,11058400,6829500,4598900,247020000
2007-01-29,3658100,5026500,2462500,17055400,9537000,9458300,4321000,234510000
2007-01-30,3762100,5881200,2185300,17042600,16342400,12003400,7571000,244040000
2007-01-31,4550300,4265600,2918600,12921900,14894300,8933600,5206200,258410000
2007-02-01,5131100,4694500,4171000,15064200,13235400,8122900,5902800,235130000
2007-02-02,3692700,4959500,2199300,10841400,12611700,6379400,4539400,203610000
2007-02-05,3681200,6472500,2482000,9057800,14214900,6368900,3531900,204140000
2007-02-06,3606900,10969400,2614200,8630300,8961900,8342400,3606400,201010000
2007-02-07,3534300,5172000,1800500,8500000,10084300,6747400,2882300,194020000
2007-02-08,3994800,4105700,2201000,12177900,10791600,5783700,3006300,193820000
