Date,TRV,DOW
1999-02-09,637000,73550000
1999-02-10,555500,86030000
1999-02-11,435700,87430000
1999-02-12,302800,78430000
1999-02-16,760200,76970000
1999-02-17,859200,83350000
1999-02-18,658400,75070000
1999-02-19,314500,73110000
1999-02-22,653600,81950000
1999-02-23,354100,84810000
1999-02-24,408700,82630000
1999-02-25,357100,80780000
1999-02-26,277700,81460000
1999-03-01,442900,104740000
1999-03-02,435300,79710000
1999-03-03,268000,74640000
1999-03-04,471200,110950000
1999-03-05,378800,97210000
1999-03-08,415400,78540000
1999-03-09,355000,96620000
1999-03-10,849100,90040000
1999-03-11,551800,97870000
1999-03-12,463700,97760000
1999-03-15,454300,78860000
1999-03-16,567400,74480000
1999-03-17,276500,84570000
1999-03-18,446300,86480000
1999-03-19,500600,117430000
1999-03-22,434300,61210000
1999-03-23,472900,87510000
1999-03-24,427100,72990000
1999-03-25,483700,80470000
1999-03-26,323200,66210000
1999-03-29,475200,69040000
1999-03-30,559300,73970000
1999-03-31,662700,111740000
1999-04-01,732400,68310000
1999-04-05,399800,71120000
1999-04-06,386800,74900000
1999-04-07,261100,95470000
1999-04-08,537300,91210000
1999-04-09,339400,79950000
1999-04-12,392200,84540000
1999-04-13,856200,88310000
1999-04-14,2108800,107230000
1999-04-15,388900,137100000
1999-04-16,437600,113560000
1999-04-19,861600,145000000
1999-04-20,1348100,113400000
1999-04-21,958600,95180000
1999-04-22,1781000,107780000
1999-04-23,594200,106990000
1999-04-26,621800,86860000
1999-04-27,997700,103340000
1999-04-28,635300,99540000
1999-04-29,1488600,104670000
1999-04-30,797900,122040000
1999-05-03,608300,94430000
1999-05-04,1039700,105900000
1999-05-05,1299000,110840000
1999-05-06,3588400,118310000
1999-05-07,2957600,91890000
1999-05-10,2500500,91670000
1999-05-11,1877700,95280000
1999-05-12,1680200,93550000
1999-05-13,2343900,86560000
1999-05-14,1900000,88150000
1999-05-17,634800,78880000
1999-05-18,1365000,95790000
1999-05-19,884300,83780000
1999-05-20,2733200,77580000
1999-05-21,697800,79810000
1999-05-24,1153500,92340000
1999-05-25,2136700,89820000
1999-05-26,1554600,97200000
1999-05-27,590900,98020000
1999-05-28,520500,72820000
1999-06-01,538700,84670000
1999-06-02,478900,79170000
1999-06-03,594200,71280000
1999-06-04,695100,87580000
1999-06-07,522400,84220000
1999-06-08,777500,80040000
1999-06-09,526900,77250000
1999-06-10,703700,86330000
1999-06-11,354100,77530000
1999-06-14,558800,67040000
1999-06-15,486200,73190000
1999-06-16,457400,86490000
1999-06-17,716300,70150000
1999-06-18,755200,111100000
1999-06-21,367800,74690000
1999-06-22,329000,67370000
1999-06-23,568900,68710000
1999-06-24,488500,78750000
1999-06-25,338300,62020000
1999-06-28,606000,71640000
1999-06-29,668700,82390000
1999-06-30,1142300,125380000
1999-07-01,936600,100670000
1999-07-02,1505000,65820000
1999-07-06,1066400,78110000
1999-07-07,861900,81750000
1999-07-08,2838200,97370000
1999-07-09,3457200,88430000
1999-07-12,2770700,75300000
1999-07-13,1536100,80110000
1999-07-14,1144900,72720000
1999-07-15,1150800,83290000
1999-07-16,1396700,80450000
1999-07-19,941600,79780000
1999-07-20,1198200,88320000
1999-07-21,651600,85190000
1999-07-22,634500,84310000
1999-07-23,476800,64990000
1999-07-26,632300,69510000
1999-07-27,603400,73550000
1999-07-28,409200,65370000
1999-07-29,1099700,74600000
1999-07-30,609700,82550000
1999-08-02,377100,68670000
1999-08-03,442900,76710000
1999-08-04,793500,88660000
1999-08-05,662200,124250000
1999-08-06,447400,84820000
1999-08-09,322800,81310000
1999-08-10,1200500,98920000
1999-08-11,357500,85160000
1999-08-12,412200,71310000
1999-08-13,352500,77850000
1999-08-16,394000,65130000
1999-08-17,307100,84280000
1999-08-18,600600,85320000
1999-08-19,825700,87200000
1999-08-20,474800,104090000
1999-08-23,760100,85070000
1999-08-24,444400,83020000
1999-08-25,1013000,99870000
1999-08-26,595900,74930000
1999-08-27,450200,60340000
1999-08-30,563000,70320000
1999-08-31,728900,100530000
1999-09-01,436400,80830000
1999-09-02,605200,77110000
1999-09-03,421300,79660000
1999-09-07,498100,79910000
1999-09-08,389200,86070000
1999-09-09,301600,78920000
1999-09-10,302100,70470000
1999-09-13,399400,67130000
1999-09-14,567800,74200000
1999-09-15,369900,78970000
1999-09-16,293300,77200000
1999-09-17,277300,102600000
1999-09-20,201500,57670000
1999-09-21,312200,82630000
1999-09-22,781800,95220000
1999-09-23,562200,99500000
1999-09-24,1785300,94080000
1999-09-27,669100,79050000
1999-09-28,787700,93520000
1999-09-29,1230300,88810000
1999-09-30,515000,108360000
1999-10-01,533800,109890000
1999-10-04,568100,99080000
1999-10-05,372300,118510000
1999-10-06,342100,100930000
1999-10-07,403200,87860000
1999-10-08,486000,96890000
1999-10-11,797100,71710000
1999-10-12,757200,77470000
1999-10-13,607700,92230000
1999-10-14,1008800,10030000
1999-10-15,642600,114640000
1999-10-18,497300,91680000
1999-10-19,897900,99720000
1999-10-20,687900,111750000
1999-10-21,337100,188050000
1999-10-22,1754000,127480000
1999-10-25,631800,99380000
1999-10-26,532700,116660000
1999-10-27,537000,108010000
1999-10-28,2245900,144440000
1999-10-29,1454100,136620000
1999-11-01,968200,150060000
1999-11-02,883800,143460000
1999-11-03,976200,153890000
1999-11-04,821200,195700000
1999-11-05,2723000,171660000
1999-11-08,1480300,213120000
1999-11-09,646700,168950000
1999-11-10,1155000,148240000
1999-11-11,432400,130060000
1999-11-12,784700,158320000
1999-11-15,391900,130860000
1999-11-16,529900,162770000
1999-11-17,687000,157130000
1999-11-18,483900,165080000
1999-11-19,323600,157690000
1999-11-22,888800,181940000
1999-11-23,653700,159840000
1999-11-24,366900,132160000
1999-11-26,224100,64240000
1999-11-29,423800,148330000
1999-11-30,918400,157390000
1999-12-01,588300,145820000
1999-12-02,482300,132560000
1999-12-03,727500,167790000
1999-12-06,423900,134760000
1999-12-07,454200,169040000
1999-12-08,538800,148810000
1999-12-09,501600,177980000
1999-12-10,363000,170110000
1999-12-13,734400,149860000
1999-12-14,680300,200620000
1999-12-15,792000,234240000
1999-12-16,627800,190760000
1999-12-17,953900,274050000
1999-12-20,739500,131240000
1999-12-21,952600,141380000
1999-12-22,457700,115110000
1999-12-23,219600,97860000
1999-12-27,496800,111500000
1999-12-28,398600,91560000
1999-12-29,218100,69880000
1999-12-30,245700,67600000
1999-12-31,101100,43620000
2000-01-03,336400,169750000
2000-01-04,494400,178420000
2000-01-05,736000,203190000
2000-01-06,660400,176550000
2000-01-07,594700,184900000
2000-01-10,389900,168180000
2000-01-11,812900,177300000
2000-01-12,561500,194060000
2000-01-13,589600,174910000
2000-01-14,599300,266830000
2000-01-18,945900,200220000
2000-01-19,988100,193090000
2000-01-20,943400,191230000
2000-01-21,1000300,205840000
2000-01-24,586500,202740000
2000-01-25,609700,209230000
2000-01-26,503300,188840000
2000-01-27,1316500,194280000
2000-01-28,814900,183090000
2000-01-31,612200,191880000
2000-02-01,1023000,183110000
2000-02-02,1416900,164170000
2000-02-03,1374600,178630000
2000-02-04,1507200,166590000
2000-02-07,1126800,145660000
2000-02-08,1073900,168890000
2000-02-09,1127900,168550000
2000-02-10,3271100,156390000
2000-02-11,680900,193540000
2000-02-14,436300,167240000
2000-02-15,689700,183320000
2000-02-16,1297000,163280000
2000-02-17,562200,195830000
2000-02-18,529900,208930000
2000-02-22,966400,194340000
2000-02-23,1101500,185280000
2000-02-24,803000,237540000
2000-02-25,545200,195240000
2000-02-28,971800,213230000
2000-02-29,1211500,191360000
2000-03-01,1397000,216780000
2000-03-02,1166300,206510000
2000-03-03,668600,210460000
2000-03-06,793900,172590000
2000-03-07,885100,278180000
2000-03-08,661200,223310000
2000-03-09,1607800,187360000
2000-03-10,634300,197440000
2000-03-13,1183300,186210000
2000-03-14,1030100,186080000
2000-03-15,853100,204920000
2000-03-16,1798200,253790000
2000-03-17,1410200,247830000
2000-03-20,720700,177730000
2000-03-21,934700,211950000
2000-03-22,794500,195830000
2000-03-23,1290000,224710000
2000-03-24,754100,217140000
2000-03-27,1205100,184880000
2000-03-28,1754800,177780000
2000-03-29,775000,199370000
2000-03-30,1717400,214190000
2000-03-31,2262800,179590000
2000-04-03,1440600,279950000
2000-04-04,1644700,319280000
2000-04-05,754000,189310000
2000-04-06,1125800,161820000
2000-04-07,626200,156500000
2000-04-10,512100,150070000
2000-04-11,557300,171130000
2000-04-12,1086300,234780000
2000-04-13,729200,200240000
2000-04-14,756600,267580000
2000-04-17,996200,247520000
2000-04-18,622600,218380000
2000-04-19,678400,193860000
2000-04-20,1593500,158390000
2000-04-24,1222800,295330000
2000-04-25,1421500,240200000
2000-04-26,976300,198970000
2000-04-27,1988700,192920000
2000-04-28,1365100,173520000
2000-05-01,1281500,174020000
2000-05-02,1008000,208610000
2000-05-03,567800,200220000
2000-05-04,741800,169170000
2000-05-05,385500,138300000
2000-05-08,552700,144180000
2000-05-09,733000,166320000
2000-05-10,460700,225970000
2000-05-11,764000,185720000
2000-05-12,706000,137770000
2000-05-15,1472000,155810000
2000-05-16,1424900,181920000
2000-05-17,1012400,169570000
2000-05-18,761900,161220000
2000-05-19,687200,188270000
2000-05-22,941300,185570000
2000-05-23,919900,157080000
2000-05-24,1314600,225350000
2000-05-25,1094300,184380000
2000-05-26,669200,129200000
2000-05-30,626700,165450000
2000-05-31,860200,162880000
2000-06-01,1107800,183990000
2000-06-02,572100,200900000
2000-06-05,1033800,151120000
2000-06-06,930900,169370000
2000-06-07,914800,154430000
2000-06-08,1054300,176280000
2000-06-09,388100,136750000
2000-06-12,449200,136750000
2000-06-13,489900,155190000
2000-06-14,685200,166340000
2000-06-15,788700,176200000
2000-06-16,1792400,233100000
2000-06-19,902700,169330000
2000-06-20,855300,179000000
2000-06-21,683800,204540000
2000-06-22,1187300,189280000
2000-06-23,569500,142390000
2000-06-26,558200,157390000
2000-06-27,1018900,159240000
2000-06-28,1245100,189270000
2000-06-29,749300,168670000
2000-06-30,969700,224060000
2000-07-03,376800,74690000
2000-07-05,837800,154490000
2000-07-06,435600,147120000
2000-07-07,380900,158820000
2000-07-10,380600,148470000
2000-07-11,492600,160920000
2000-07-12,891600,151430000
2000-07-13,611000,175240000
2000-07-14,961900,150970000
2000-07-17,738800,162780000
2000-07-18,608900,170620000
2000-07-19,510700,213930000
2000-07-20,1209000,178590000
2000-07-21,386200,170710000
2000-07-24,324300,147970000
2000-07-25,1617000,168950000
2000-07-26,3500300,201880000
2000-07-27,2379100,160760000
2000-07-28,1823900,174720000
2000-07-31,1577600,175820000
2000-08-01,847800,151420000
2000-08-02,1154700,163400000
2000-08-03,1259100,161580000
2000-08-04,1594900,150750000
2000-08-07,1592200,145090000
2000-08-08,1416200,204720000
2000-08-09,1199100,186430000
2000-08-10,1155000,144290000
2000-08-11,581700,155120000
2000-08-14,1072700,140280000
2000-08-15,785900,155190000
2000-08-16,617100,162550000
2000-08-17,686000,177570000
2000-08-18,567900,164870000
2000-08-21,904800,147300000
2000-08-22,637100,146810000
2000-08-23,820400,145650000
2000-08-24,492000,143970000
2000-08-25,526600,127920000
2000-08-28,438400,166710000
2000-08-29,632000,149300000
2000-08-30,742900,146490000
2000-08-31,736500,183320000
2000-09-01,559600,125140000
2000-09-05,490200,174500000
2000-09-06,675100,224760000
2000-09-07,904300,222220000
2000-09-08,2714000,181620000
2000-09-11,858800,160120000
2000-09-12,706700,172030000
2000-09-13,5712400,216210000
2000-09-14,2134000,218810000
2000-09-15,1445300,291270000
2000-09-18,819800,198950000
2000-09-19,932200,214080000
2000-09-20,688100,243780000
2000-09-21,765800,186170000
2000-09-22,1032300,487370000
2000-09-25,677700,259920000
2000-09-26,602300,321770000
2000-09-27,442200,271660000
2000-09-28,1132000,233190000
2000-09-29,665500,236360000
2000-10-02,1136600,215090000
2000-10-03,628900,259600000
2000-10-04,671800,264380000
2000-10-05,537600,217400000
2000-10-06,1001200,237860000
2000-10-09,391100,167770000
2000-10-10,1055600,212070000
2000-10-11,1312900,324520000
2000-10-12,1109000,367130000
2000-10-13,904800,300410000
2000-10-16,492300,270220000
2000-10-17,675500,253140000
2000-10-18,772400,372410000
2000-10-19,559900,343710000
2000-10-20,349200,319750000
2000-10-23,495700,339180000
2000-10-24,827100,274990000
2000-10-25,647700,312490000
2000-10-26,986100,277120000
2000-10-27,791000,377740000
2000-10-30,1259900,266040000
2000-10-31,1004000,281800000
2000-11-01,456500,249720000
2000-11-02,593600,250440000
2000-11-03,1033100,195280000
2000-11-06,2220800,186860000
2000-11-07,818000,171150000
2000-11-08,480600,264700000
2000-11-09,821400,252890000
2000-11-10,555400,273910000
2000-11-13,1128400,298020000
2000-11-14,1235200,227080000
2000-11-15,1038500,189850000
2000-11-16,405600,175280000
2000-11-17,772200,221680000
2000-11-20,749100,203170000
2000-11-21,404500,191420000
2000-11-22,765300,204630000
2000-11-24,392600,87980000
2000-11-27,526800,203320000
2000-11-28,734900,235020000
2000-11-29,927500,235620000
2000-11-30,1533300,362290000
2000-12-01,869400,301730000
2000-12-04,1076900,261400000
2000-12-05,1701700,291620000
2000-12-06,1198700,312570000
2000-12-07,1600000,249400000
2000-12-08,1644300,275080000
2000-12-11,939500,256450000
2000-12-12,1072200,238100000
2000-12-13,1359900,239430000
2000-12-14,1106100,193430000
2000-12-15,1318300,479460000
2000-12-18,1561900,217520000
2000-12-19,1554900,278950000
2000-12-20,880300,311500000
2000-12-21,1133500,321300000
2000-12-22,1239600,230880000
2000-12-26,902100,153960000
2000-12-27,867000,190400000
2000-12-28,689800,188600000
2000-12-29,586500,210800000
2001-01-02,1171400,253300000
2001-01-03,1096800,420720000
2001-01-04,1794100,382800000
2001-01-05,1245600,272650000
2001-01-08,1085800,225780000
2001-01-09,1118700,254160000
2001-01-10,1754300,263700000
2001-01-11,1019600,279720000
2001-01-12,2694200,247020000
2001-01-16,1835500,233330000
2001-01-17,915000,304800000
2001-01-18,1742500,307320000
2001-01-19,851900,363100000
2001-01-22,894400,233850000
2001-01-23,3031100,269970000
2001-01-24,1765000,283190000
2001-01-25,1313200,249120000
2001-01-26,765000,232990000
2001-01-29,863100,224980000
2001-01-30,1540100,242900000
2001-01-31,806600,280560000
2001-02-01,1239300,221680000
2001-02-02,1297400,206940000
2001-02-05,990300,189850000
2001-02-06,1045100,199510000
2001-02-07,1224500,236350000
2001-02-08,716900,208300000
2001-02-09,829000,207600000
2001-02-12,481800,176090000
2001-02-13,893300,198270000
2001-02-14,734200,189300000
2001-02-15,794200,219670000
2001-02-16,412600,202390000
2001-02-20,996300,212820000
2001-02-21,771600,219630000
2001-02-22,856100,278520000
2001-02-23,896000,261840000
2001-02-26,539500,243270000
2001-02-27,1098300,239400000
2001-02-28,749300,253390000
2001-03-01,611200,259030000
2001-03-02,737300,255120000
2001-03-05,505100,171780000
2001-03-06,861400,218690000
2001-03-07,978300,238490000
2001-03-08,993700,216130000
2001-03-09,1165900,280060000
2001-03-12,1005800,293230000
2001-03-13,992900,281280000
2001-03-14,1092100,307630000
2001-03-15,1127300,233720000
2001-03-16,1368700,365020000
2001-03-19,1308500,239520000
2001-03-20,904600,268070000
2001-03-21,1420800,312960000
2001-03-22,2488700,416820000
2001-03-23,2424900,377640000
2001-03-26,1543900,256080000
2001-03-27,1845400,325020000
2001-03-28,2205300,271130000
2001-03-29,2401300,250050000
2001-03-30,1735600,249000000
2001-04-02,1345500,237210000
2001-04-03,1185700,273290000
2001-04-04,814000,301600000
2001-04-05,730100,281710000
2001-04-06,940100,270000000
2001-04-09,974000,208530000
2001-04-10,1022900,282830000
2001-04-11,738700,299280000
2001-04-12,1146300,215510000
2001-04-16,1080600,195790000
2001-04-17,856500,234710000
2001-04-18,1526000,461800000
2001-04-19,1217800,332610000
2001-04-20,1495200,324360000
2001-04-23,879500,229400000
2001-04-24,1845800,224220000
2001-04-25,1575300,200210000
2001-04-26,1567300,238630000
2001-04-27,1228700,222990000
2001-04-30,764500,206420000
2001-05-01,815500,203770000
2001-05-02,871400,228290000
2001-05-03,819000,197610000
2001-05-04,729100,214010000
2001-05-07,636000,190710000
2001-05-08,1047500,192290000
2001-05-09,1205000,212720000
2001-05-10,1363400,189970000
2001-05-11,667200,174720000
2001-05-14,511100,151230000
2001-05-15,896900,202050000
2001-05-16,961200,223850000
2001-05-17,1085700,283080000
2001-05-18,772700,214370000
2001-05-21,1849900,227630000
2001-05-22,1000700,221970000
2001-05-23,1028900,224130000
2001-05-24,1147500,201170000
2001-05-25,644200,146210000
2001-05-29,1314000,214540000
2001-05-30,1265900,213120000
2001-05-31,1242300,190660000
2001-06-01,966900,196260000
2001-06-04,673200,150960000
2001-06-05,1072300,211730000
2001-06-06,860300,232580000
2001-06-07,901800,231460000
2001-06-08,452000,176020000
2001-06-11,598400,162750000
2001-06-12,1407000,234420000
2001-06-13,845900,195810000
2001-06-14,1939400,309640000
2001-06-15,1446900,379300000
2001-06-18,873300,196230000
2001-06-19,815900,240250000
2001-06-20,1023900,244140000
2001-06-21,1633300,266590000
2001-06-22,1051300,210360000
2001-06-25,520100,228190000
2001-06-26,1046100,235950000
2001-06-27,1271300,210560000
2001-06-28,1008000,272820000
2001-06-29,1638800,328480000
2001-07-02,991800,215830000
2001-07-03,360800,128500000
2001-07-05,575600,179190000
2001-07-06,816000,207540000
2001-07-09,658700,216290000
2001-07-10,1731400,264970000
2001-07-11,896400,267370000
2001-07-12,948600,278190000
2001-07-13,788800,200390000
2001-07-16,900200,220170000
2001-07-17,10192000,283640000
2001-07-18,3160900,261170000
2001-07-19,1829800,235870000
2001-07-20,4877500,231850000
2001-07-23,2109600,185500000
2001-07-24,3197700,214180000
2001-07-25,1893300,228180000
2001-07-26,1446000,233860000
2001-07-27,1595700,172870000
2001-07-30,1414000,155870000
2001-07-31,956400,224450000
2001-08-01,930800,201290000
2001-08-02,2298800,219400000
2001-08-03,1931000,151270000
2001-08-06,1855300,163160000
2001-08-07,1913300,161480000
2001-08-08,1339300,185130000
2001-08-09,1277300,170020000
2001-08-10,1489300,161930000
2001-08-13,1089700,141380000
2001-08-14,1133300,145780000
2001-08-15,1547600,172000000
2001-08-16,1269200,196520000
2001-08-17,1258800,217550000
2001-08-20,1953900,180510000
2001-08-21,1594800,182840000
2001-08-22,966300,204500000
2001-08-23,899400,153280000
2001-08-24,660100,187860000
2001-08-27,680100,136800000
2001-08-28,851100,172820000
2001-08-29,995100,160980000
2001-08-30,1108100,240630000
2001-08-31,688900,176270000
2001-09-04,660400,262020000
2001-09-05,1026700,298080000
2001-09-06,731300,303090000
2001-09-07,925900,304980000
2001-09-10,988800,280040000
2001-09-17,3956900,565600000
2001-09-18,2026100,372230000
2001-09-19,2375600,457990000
2001-09-20,1736900,439990000
2001-09-21,2045300,623480000
2001-09-24,1087500,403530000
2001-09-25,1953800,349470000
2001-09-26,1529200,271690000
2001-09-27,1589100,282040000
2001-09-28,2535500,340790000
2001-10-01,937300,247430000
2001-10-02,778400,259810000
2001-10-03,3003800,327530000
2001-10-04,1947700,307660000
2001-10-05,1847600,256640000
2001-10-08,741500,193330000
2001-10-09,1810400,212700000
2001-10-10,2513500,253720000
2001-10-11,5296100,312240000
2001-10-12,2669700,275630000
2001-10-15,1594500,199960000
2001-10-16,1679800,227850000
2001-10-17,887500,303640000
2001-10-18,1080500,238660000
2001-10-19,2002000,243950000
2001-10-22,2144900,222210000
2001-10-23,2752200,233120000
2001-10-24,2323700,245640000
2001-10-25,1531000,252930000
2001-10-26,1224000,212840000
2001-10-29,789000,203990000
2001-10-30,1233700,245350000
2001-10-31,1703000,245200000
2001-11-01,1848500,256480000
2001-11-02,1589100,222980000
2001-11-05,2627000,210700000
2001-11-06,1342800,260340000
2001-11-07,829100,233400000
2001-11-08,1246600,256000000
2001-11-09,1633600,174670000
2001-11-12,1377700,196140000
2001-11-13,1163000,244230000
2001-11-14,1057700,297690000
2001-11-15,776200,317340000
2001-11-16,764800,244600000
2001-11-19,962600,210100000
2001-11-20,749300,205690000
2001-11-21,639100,173020000
2001-11-23,441500,70520000
2001-11-26,814300,191870000
2001-11-27,1987800,271610000
2001-11-28,1054200,252200000
2001-11-29,747300,212460000
2001-11-30,1197800,220520000
2001-12-03,1467200,223660000
2001-12-04,2177500,213650000
2001-12-05,1098400,304070000
2001-12-06,1227600,238340000
2001-12-07,977500,204020000
2001-12-10,2016300,193100000
2001-12-11,2501200,234510000
2001-12-12,3729700,253990000
2001-12-13,5471300,287530000
2001-12-14,4403700,225820000
2001-12-17,2146400,220780000
2001-12-18,1543400,217100000
2001-12-19,929100,247500000
2001-12-20,768700,273560000
2001-12-21,1648400,359380000
2001-12-24,492300,63010000
2001-12-26,852100,125890000
2001-12-27,653500,132950000
2001-12-28,979700,136950000
2001-12-31,743300,146900000
2002-01-02,883900,203990000
2002-01-03,860900,275020000
2002-01-04,1020100,239480000
2002-01-07,1238100,225880000
2002-01-08,875400,193640000
2002-01-09,1616800,247850000
2002-01-10,1321700,199300000
2002-01-11,1431700,197880000
2002-01-14,1091100,229950000
2002-01-15,2011500,239830000
2002-01-16,1819500,261920000
2002-01-17,1236000,243530000
2002-01-18,1568400,253830000
2002-01-22,2060400,222040000
2002-01-23,3730500,246200000
2002-01-24,3452100,251040000
2002-01-25,3150900,195230000
2002-01-28,1552200,169030000
2002-01-29,2678800,265460000
2002-01-30,2443600,322690000
2002-01-31,1969300,271970000
2002-02-01,1295500,228390000
2002-02-04,1254300,249680000
2002-02-05,2341100,273760000
2002-02-06,1689000,263670000
2002-02-07,2407100,228910000
2002-02-08,1562700,244750000
2002-02-11,859200,189050000
2002-02-12,714900,178160000
2002-02-13,1769400,208240000
2002-02-14,1100900,224190000
2002-02-15,977500,246600000
2002-02-19,632700,226130000
2002-02-20,1092800,284530000
2002-02-21,884800,277780000
2002-02-22,1003900,278200000
2002-02-25,971400,256580000
2002-02-26,794700,259700000
2002-02-27,902100,263980000
2002-02-28,952000,269590000
2002-03-01,1053000,261080000
2002-03-04,1079100,298820000
2002-03-05,1208800,288840000
2002-03-06,739600,246850000
2002-03-07,1197600,258070000
2002-03-08,1990100,271140000
2002-03-11,1547900,214210000
2002-03-12,1112500,218940000
2002-03-13,718700,226430000
2002-03-14,702200,185250000
2002-03-15,777300,330430000
2002-03-18,909300,182800000
2002-03-19,1840400,189720000
2002-03-20,1285400,209070000
2002-03-21,1042300,227260000
2002-03-22,1620900,188650000
2002-03-25,1233200,218840000
2002-03-26,1601700,202990000
2002-03-27,1170600,190880000
2002-03-28,1119500,179480000
2002-04-01,1039500,173820000
2002-04-02,1044600,191170000
2002-04-03,766700,217770000
2002-04-04,768000,214030000
2002-04-05,926800,181160000
2002-04-08,1040400,220420000
2002-04-09,1343600,239080000
2002-04-10,1265300,267700000
2002-04-11,1031600,309050000
2002-04-12,711300,231400000
2002-04-15,618400,231610000
2002-04-16,1153800,253910000
2002-04-17,1219800,254320000
2002-04-18,1821200,266470000
2002-04-19,619700,249560000
2002-04-22,993800,207120000
2002-04-23,1056100,238640000
2002-04-24,933200,219790000
2002-04-25,1515300,248480000
2002-04-26,1286700,213180000
2002-04-29,759300,211930000
2002-04-30,1298200,271250000
2002-05-01,1004200,262390000
2002-05-02,691000,221770000
2002-05-03,734300,227940000
2002-05-06,870700,213910000
2002-05-07,977600,270090000
2002-05-08,747900,281990000
2002-05-09,786100,215340000
2002-05-10,856800,212260000
2002-05-13,740000,201420000
2002-05-14,1110800,254830000
2002-05-15,659500,254000000
2002-05-16,2264300,198100000
2002-05-17,791400,228190000
2002-05-20,4302300,167470000
2002-05-21,3410900,208290000
2002-05-22,1345700,198520000
2002-05-23,3654300,203610000
2002-05-24,2195800,143810000
2002-05-28,785400,183870000
2002-05-29,1081400,198060000
2002-05-30,1103000,233250000
2002-05-31,1801400,221700000
2002-06-03,909600,221400000
2002-06-04,3971000,263590000
2002-06-05,1105400,224800000
2002-06-06,1399700,269660000
2002-06-07,1234400,366490000
2002-06-10,1311700,226060000
2002-06-11,1496200,252640000
2002-06-12,1107600,332400000
2002-06-13,1291100,227630000
2002-06-14,1794200,286920000
2002-06-17,906000,247560000
2002-06-18,1013200,212730000
2002-06-19,757900,248010000
2002-06-20,695700,277030000
2002-06-21,1526300,416400000
2002-06-24,996700,341190000
2002-06-25,938600,294930000
2002-06-26,1574700,407350000
2002-06-27,1388200,335340000
2002-06-28,1079100,331590000
2002-07-01,1028900,258620000
2002-07-02,1572000,313900000
2002-07-03,1745600,272750000
2002-07-05,882300,143040000
2002-07-08,1245700,244270000
2002-07-09,1392900,255570000
2002-07-10,2604000,383600000
2002-07-11,2364100,413260000
2002-07-12,1600100,339060000
2002-07-15,1628000,379100000
2002-07-16,2143200,364500000
2002-07-17,3774700,377580000
2002-07-18,5297200,276320000
2002-07-19,2884500,379120000
2002-07-22,1946600,477860000
2002-07-23,2345600,528730000
2002-07-24,5361700,568650000
2002-07-25,11387700,442460000
2002-07-26,13341600,306600000
2002-07-29,5427000,328750000
2002-07-30,4793100,332810000
2002-07-31,1978600,328050000
2002-08-01,2492500,306600000
2002-08-02,2588700,298050000
2002-08-05,1956500,281930000
2002-08-06,1562400,303670000
2002-08-07,1667000,282860000
2002-08-08,1345000,308760000
2002-08-09,1493900,240400000
2002-08-12,1015500,194200000
2002-08-13,1535000,263650000
2002-08-14,1547300,308960000
2002-08-15,3140200,285810000
2002-08-16,1684200,250960000
2002-08-19,1305200,250510000
2002-08-20,1469100,250310000
2002-08-21,1953900,280710000
2002-08-22,1809100,236710000
2002-08-23,974800,208070000
2002-08-26,632900,187120000
2002-08-27,1045800,231250000
2002-08-28,1084600,219470000
2002-08-29,854300,224250000
2002-08-30,779300,177100000
2002-09-03,1087700,267290000
2002-09-04,1507600,273410000
2002-09-05,1246700,285590000
2002-09-06,1069600,253650000
2002-09-09,943000,230080000
2002-09-10,920100,220350000
2002-09-11,1441800,185470000
2002-09-12,2003000,222760000
2002-09-13,1211500,248270000
2002-09-16,1216300,189900000
2002-09-17,1247300,260470000
2002-09-18,1045300,289370000
2002-09-19,1268300,276320000
2002-09-20,2220200,431280000
2002-09-23,1378000,268190000
2002-09-24,2092000,336190000
2002-09-25,1368600,328040000
2002-09-26,1724000,334600000
2002-09-27,1699900,327120000
2002-09-30,1462800,373450000
2002-10-01,1308200,339910000
2002-10-02,1861600,322970000
2002-10-03,1296300,316980000
2002-10-04,1402900,338800000
2002-10-07,1296800,300960000
2002-10-08,1865500,377960000
2002-10-09,1316300,377870000
2002-10-10,1998600,393740000
2002-10-11,2362500,351520000
2002-10-14,1187600,228340000
2002-10-15,1321700,410910000
2002-10-16,1290100,385800000
2002-10-17,2146300,390240000
2002-10-18,1202300,319260000
2002-10-21,1612300,311250000
2002-10-22,1299500,294820000
2002-10-23,5543800,332100000
2002-10-24,3021900,303020000
2002-10-25,1532600,242650000
2002-10-28,2605500,290400000
2002-10-29,1461000,287600000
2002-10-30,3601700,290370000
2002-10-31,1818400,291380000
2002-11-01,1095300,281290000
2002-11-04,1333800,336230000
2002-11-05,708400,252030000
2002-11-06,1029900,321670000
2002-11-07,772400,328020000
2002-11-08,924500,250130000
2002-11-11,831500,213540000
2002-11-12,914700,275330000
2002-11-13,1062000,301160000
2002-11-14,906300,267380000
2002-11-15,1119900,290040000
2002-11-18,897300,232900000
2002-11-19,833000,263730000
2002-11-20,970900,299740000
2002-11-21,1849500,399040000
2002-11-22,988000,279420000
2002-11-25,1109000,228250000
2002-11-26,1905600,254320000
2002-11-27,843400,226450000
2002-11-29,574200,109700000
2002-12-02,989100,282090000
2002-12-03,583200,240680000
2002-12-04,839900,283220000
2002-12-05,753900,241330000
2002-12-06,749700,242140000
2002-12-09,672200,227690000
2002-12-10,873800,224650000
2002-12-11,652900,219990000
2002-12-12,626500,206020000
