Date,WBA,DOW
2018-07-27,6871900,329680000
2018-07-30,7866400,296880000
2018-07-31,7261900,348700000
2018-08-01,6514800,315880000
2018-08-02,5815900,307700000
2018-08-03,4307300,239020000
2018-08-06,5108900,238990000
2018-08-07,7143700,239910000
2018-08-08,7267900,217770000
2018-08-09,5795000,214970000
2018-08-10,4991200,234480000
2018-08-13,5171400,219990000
2018-08-14,6390800,219210000
2018-08-15,5944300,295810000
2018-08-16,9325700,342430000
2018-08-17,5884400,284160000
2018-08-20,4620200,248570000
2018-08-21,3683400,241620000
2018-08-22,3746600,200480000
2018-08-23,4548900,213270000
2018-08-24,5435000,200330000
2018-08-27,5326400,220510000
2018-08-28,4241200,211470000
2018-08-29,4407700,214960000
2018-08-30,4903200,240440000
2018-08-31,4421500,273440000
2018-09-04,5006800,254600000
2018-09-05,6131100,289210000
2018-09-06,5027400,262380000
2018-09-07,4350400,281350000
2018-09-10,3738000,252170000
2018-09-11,4087700,265960000
2018-09-12,6242400,282770000
2018-09-13,4375200,260800000
2018-09-14,3069700,228640000
2018-09-17,3891300,230230000
2018-09-18,4670800,243000000
2018-09-19,4552400,251330000
2018-09-20,5279600,260480000
2018-09-21,8826500,657620000
2018-09-24,3556700,254850000
2018-09-25,3111200,234110000
2018-09-26,5742900,262620000
2018-09-27,4111400,226350000
2018-09-28,4871200,264030000
2018-10-01,5408600,238320000
2018-10-02,3842900,258290000
2018-10-03,6075400,280130000
2018-10-04,3832800,289600000
2018-10-05,5663500,267100000
2018-10-08,6482000,273020000
2018-10-09,5194800,282560000
2018-10-10,8011200,438200000
2018-10-11,15407000,522880000
2018-10-12,9722500,397510000
2018-10-15,8308500,287320000
2018-10-16,7738900,305800000
2018-10-17,6256600,298210000
2018-10-18,5879800,328020000
2018-10-19,5934900,350810000
2018-10-22,5715500,314940000
2018-10-23,5094100,436430000
2018-10-24,9171400,496400000
2018-10-25,6434400,439670000
2018-10-26,12078400,505310000
2018-10-29,6398200,443850000
2018-10-30,6944100,470050000
2018-10-31,12973900,448930000
2018-11-01,6368700,383970000
2018-11-02,7197900,429480000
2018-11-05,6061200,334740000
2018-11-06,6265500,265450000
2018-11-07,6142200,361780000
2018-11-08,5344700,295650000
2018-11-09,3601900,324450000
2018-11-12,3544900,346910000
2018-11-13,4375300,339690000
2018-11-14,5366100,384240000
2018-11-15,4336100,392750000
2018-11-16,3603800,354460000
2018-11-19,6064500,358090000
2018-11-20,8267100,445920000
2018-11-21,6396900,289370000
2018-11-23,2716300,155940000
2018-11-26,5565200,306280000
2018-11-27,6047400,308250000
2018-11-28,6784200,362160000
2018-11-29,6090300,305110000
2018-11-30,8323400,482250000
2018-12-03,6223900,388480000
2018-12-04,8359400,418900000
2018-12-06,8093400,471690000
2018-12-07,6153000,398230000
2018-12-10,5626000,389690000
2018-12-11,5467500,342960000
2018-12-12,4844700,344330000
2018-12-13,4771100,299970000
2018-12-14,9282500,416940000
2018-12-17,12321500,466740000
2018-12-18,9124400,408070000
2018-12-19,11063800,503550000
2018-12-20,12686500,576700000
2018-12-21,22563900,900510000
2018-12-24,5608200,308420000
2018-12-26,6584700,433080000
2018-12-27,6873300,407940000
2018-12-28,5181800,336510000
2018-12-31,4870900,288830000
2019-01-02,5528100,321570000
2019-01-03,5853200,424240000
2019-01-04,6868600,396020000
2019-01-07,6192500,334200000
2019-01-08,6548100,317420000
2019-01-09,6318000,324570000
2019-01-10,5130500,338150000
2019-01-11,5684700,262650000
2019-01-14,5997700,277560000
2019-01-15,4260000,291570000
2019-01-16,3785200,302830000
2019-01-17,3625500,288590000
2019-01-18,5539900,372970000
2019-01-22,5578200,338480000
2019-01-23,4187700,318600000
2019-01-24,4153200,320170000
2019-01-25,5221800,376890000
2019-01-28,4088300,347170000
2019-01-29,3367100,330870000
2019-01-30,4122100,397330000
2019-01-31,8390800,507350000
2019-02-01,4642500,372090000
2019-02-04,5444300,298540000
2019-02-05,7128600,310650000
2019-02-06,4336400,247590000
2019-02-07,4631200,295460000
2019-02-08,4139400,248210000
2019-02-11,3482300,241700000
2019-02-12,3980000,278110000
2019-02-13,3856900,263330000
2019-02-14,3855100,313010000
2019-02-15,4670400,328530000
2019-02-19,6374600,280620000
2019-02-20,7882400,287880000
2019-02-21,4482200,255710000
2019-02-22,4928700,279760000
2019-02-25,4308200,281600000
2019-02-26,3498700,257850000
2019-02-27,3959900,255380000
2019-02-28,7775000,338520000
2019-03-01,10298900,289890000
2019-03-04,10870500,295510000
2019-03-05,11956100,252260000
2019-03-06,15392500,256250000
2019-03-07,9695800,289140000
2019-03-08,9909500,270500000
2019-03-11,5638000,309790000
2019-03-12,5638400,317730000
2019-03-13,5720000,331410000
2019-03-14,5792300,302790000
2019-03-15,9773500,616910000
2019-03-18,5296800,399530000
2019-03-19,5880900,342250000
2019-03-20,5171700,321980000
2019-03-21,3795200,335250000
2019-03-22,4855400,386510000
2019-03-25,4567200,303120000
2019-03-26,5582400,305110000
2019-03-27,5180900,270340000
2019-03-28,5768300,237170000
2019-03-29,4993100,300620000
2019-04-01,6328600,295570000
2019-04-02,36877800,250940000
2019-04-03,17901900,271980000
2019-04-04,14150500,233040000
2019-04-05,10509500,229550000
2019-04-08,7121000,229380000
2019-04-09,8987700,244410000
2019-04-10,5483200,203130000
2019-04-11,8194100,211680000
2019-04-12,7298800,369910000
2019-04-15,5963500,250620000
2019-04-16,7912100,302340000
2019-04-17,10103100,367780000
2019-04-18,7991300,332850000
2019-04-22,5445800,232570000
2019-04-23,8327000,311690000
2019-04-24,5997200,283370000
2019-04-25,6641200,296730000
2019-04-26,7253700,317290000
2019-04-29,5095200,279450000
2019-04-30,8175400,340320000
2019-05-01,5954200,303850000
2019-05-02,5301800,287610000
2019-05-03,5517000,248900000
2019-05-06,5520900,283020000
2019-05-07,6446200,334960000
2019-05-08,5347400,276420000
2019-05-09,4661200,334760000
2019-05-10,5039100,294580000
2019-05-13,5670200,361240000
2019-05-14,5458500,291570000
2019-05-15,4570200,270720000
2019-05-16,4722300,320960000
2019-05-17,4812300,283760000
2019-05-20,4641700,279560000
2019-05-21,4267700,260870000
2019-05-22,3372200,241760000
2019-05-23,5041400,316940000
2019-05-24,4296000,201370000
2019-05-28,6457800,358980000
2019-05-29,4208800,298930000
2019-05-30,3844400,215240000
2019-05-31,6568200,292230000
2019-06-03,6024200,328240000
2019-06-04,5978000,281690000
2019-06-05,4507500,262660000
2019-06-06,3418200,248070000
2019-06-07,4217700,263010000
2019-06-10,3673800,249280000
2019-06-11,4503900,253490000
2019-06-12,4212100,223690000
2019-06-13,3329000,213400000
2019-06-14,3246300,208020000
2019-06-17,4108700,199500000
2019-06-18,5977900,273490000
2019-06-19,4959100,240950000
2019-06-20,6157600,278170000
2019-06-21,13972800,485560000
2019-06-24,6725500,232390000
2019-06-25,8535100,282160000
2019-06-26,5951100,274340000
2019-06-27,12144500,246930000
2019-06-28,10395400,499350000
2019-07-01,5721500,267670000
2019-07-02,5108100,219270000
2019-07-03,3990500,149840000
2019-07-05,4120600,192170000
2019-07-08,3819600,214290000
2019-07-09,3517000,218330000
2019-07-10,5217900,207990000
2019-07-11,7161300,252300000
2019-07-12,3826100,248390000
2019-07-15,3581100,199730000
2019-07-16,3661100,226000000
2019-07-17,5185600,193930000
2019-07-18,4249200,216070000
2019-07-19,3639600,287690000
2019-07-22,3944900,216310000
2019-07-23,4583100,248850000
2019-07-24,4000500,244320000
2019-07-25,3071700,241420000
2019-07-26,3009300,233650000
2019-07-29,2793100,250850000
2019-07-30,2774000,293250000
2019-07-31,6642200,385150000
2019-08-01,5920900,386320000
2019-08-02,4524000,327640000
2019-08-05,6751700,422240000
2019-08-06,6742300,318160000
2019-08-07,6258400,344790000
2019-08-08,3400300,282530000
2019-08-09,2915900,240260000
2019-08-12,3729300,199390000
2019-08-13,5257300,308900000
2019-08-14,6193600,352250000
2019-08-15,6285300,332600000
2019-08-16,4333800,276210000
2019-08-19,5127600,252640000
2019-08-20,3312000,238100000
2019-08-21,2962100,208790000
2019-08-22,3772700,222810000
2019-08-23,5945400,364260000
2019-08-26,3645400,222780000
2019-08-27,5049500,263530000
2019-08-28,2610200,207070000
2019-08-29,3271100,208650000
2019-08-30,5194900,2190810000
2019-09-03,3975100,223210000
2019-09-04,4680000,202710000
2019-09-05,3807100,256670000
2019-09-06,2565600,209700000
2019-09-09,9416400,273120000
2019-09-10,6930900,322340000
2019-09-11,6992300,272590000
2019-09-12,6771700,250010000
2019-09-13,3872200,255260000
2019-09-16,3660800,220620000
2019-09-17,4841900,223580000
2019-09-18,3903800,212860000
2019-09-19,4365100,212360000
2019-09-20,10823700,497640000
2019-09-23,3778300,204240000
2019-09-24,5408600,301750000
2019-09-25,3385400,237220000
2019-09-26,3836300,229180000
2019-09-27,3403100,217780000
2019-09-30,3218300,222680000
2019-10-01,4824700,260110000
2019-10-02,5016000,309640000
2019-10-03,3625100,241610000
2019-10-04,3895400,221310000
2019-10-07,4427000,195200000
2019-10-08,4129700,244590000
2019-10-09,4737200,190060000
2019-10-10,3334200,217680000
2019-10-11,4803400,282080000
2019-10-14,2495600,178620000
2019-10-15,3390100,245510000
2019-10-16,2975000,214660000
2019-10-17,4815200,222540000
2019-10-18,4682400,288970000
2019-10-21,5180800,241030000
2019-10-22,3747900,265510000
2019-10-23,4589600,247680000
2019-10-24,3522400,253590000
2019-10-25,4806500,274610000
2019-10-28,8066800,290770000
2019-10-29,5968900,269610000
2019-10-30,3684400,231750000
2019-10-31,6969900,273830000
2019-11-01,8239000,270870000
2019-11-04,10758500,273030000
2019-11-05,28677900,286350000
2019-11-06,13655100,237910000
2019-11-07,9861700,259020000
2019-11-08,5450100,221440000
2019-11-11,24417800,202350000
2019-11-12,6901800,213670000
2019-11-13,4917100,278390000
2019-11-14,4184100,303970000
2019-11-15,5317400,283720000
2019-11-18,4575400,252320000
2019-11-19,4199200,245890000
2019-11-20,5933300,258140000
2019-11-21,3963200,232020000
2019-11-22,3506800,214780000
2019-11-25,4656800,248420000
2019-11-26,7656500,324050000
2019-11-27,4033800,198210000
2019-11-29,2177900,120630000
2019-12-02,5695000,236610000
2019-12-03,4816600,275350000
2019-12-04,3765700,218200000
2019-12-05,3814800,208600000
2019-12-06,3477200,223310000
2019-12-09,3953500,217000000
2019-12-10,3400800,213250000
2019-12-11,2951000,213510000
2019-12-12,3139800,277740000
2019-12-13,4356400,250660000
2019-12-16,5461500,286770000
2019-12-17,5417500,286770000
2019-12-18,4906100,289890000
2019-12-19,5198900,262570000
2019-12-20,8433100,603780000
2019-12-23,4813200,223530000
2019-12-24,1475400,86150000
2019-12-26,2736100,155970000
2019-12-27,3647600,182280000
2019-12-30,3264500,181600000
2019-12-31,3305100,193340000
2020-01-02,5700500,251820000
2020-01-03,4892300,239590000
2020-01-06,6003300,252760000
2020-01-07,4365700,258900000
2020-01-08,17431800,291750000
2020-01-09,8469600,275060000
2020-01-10,6688000,237830000
2020-01-13,5517800,249830000
2020-01-14,4466800,287440000
2020-01-15,3495600,260270000
2020-01-16,4974700,252110000
2020-01-17,5048300,321820000
2020-01-21,5940600,320640000
2020-01-22,3703800,283440000
2020-01-23,4994000,307060000
2020-01-24,6415400,380010000
2020-01-27,5108500,337270000
2020-01-28,4771000,330140000
2020-01-29,3509800,302290000
2020-01-30,3790900,326850000
2020-01-31,6532300,403890000
2020-02-03,5153000,307910000
2020-02-04,4911100,332750000
2020-02-05,5386600,357540000
2020-02-06,4399700,263700000
2020-02-07,3378200,252860000
2020-02-10,4326600,250510000
2020-02-11,4054100,279540000
2020-02-12,5362500,309530000
2020-02-13,3669500,291150000
2020-02-14,5153800,231000000
2020-02-18,4334400,256600000
2020-02-19,3279500,240640000
2020-02-20,3368400,287780000
2020-02-21,4643000,311210000
2020-02-24,8049800,452580000
2020-02-25,6336300,513270000
2020-02-26,7211400,472450000
2020-02-27,10123200,664980000
2020-02-28,11856800,915990000
2020-03-02,11247800,637200000
2020-03-03,10385300,647080000
2020-03-04,7194200,457590000
2020-03-05,7237100,477370000
2020-03-06,11823800,599780000
2020-03-09,12341100,750430000
2020-03-10,11190400,654860000
2020-03-11,8593900,663960000
2020-03-12,11245700,908260000
2020-03-13,11181100,843080000
2020-03-16,10490600,770130000
2020-03-17,9242800,793060000
2020-03-18,16597800,871360000
2020-03-19,10334600,780300000
2020-03-20,11030000,872290000
2020-03-23,8977100,787970000
2020-03-24,9638400,799340000
2020-03-25,11040500,796320000
2020-03-26,11095700,705180000
2020-03-27,5898000,588830000
2020-03-30,7114900,545540000
2020-03-31,9305200,571210000
2020-04-01,6798000,506680000
2020-04-02,18891100,529540000
2020-04-03,6488800,450010000
2020-04-06,10857800,610760000
2020-04-07,6691700,594660000
2020-04-08,6206500,472740000
2020-04-09,7114200,566400000
2020-04-13,4412300,394320000
2020-04-14,6482400,485910000
2020-04-15,6050200,437630000
2020-04-16,6130400,471050000
2020-04-17,6288500,525950000
2020-04-20,5951600,423410000
2020-04-21,5915000,485140000
2020-04-22,4676800,352880000
2020-04-23,4232100,389290000
2020-04-24,4102400,376020000
2020-04-27,6705500,389390000
2020-04-28,5707200,400250000
2020-04-29,5062500,455290000
2020-04-30,7887500,487840000
2020-05-01,7066200,418160000
2020-05-04,7189100,355360000
2020-05-05,7716900,369710000
2020-05-06,6240400,377450000
2020-05-07,6894000,369890000
2020-05-08,5966600,335760000
2020-05-11,4923500,352400000
2020-05-12,6303500,359480000
2020-05-13,11850200,469950000
